Date,AMZN.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,AAPL.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,MSFT.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,INTC.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,GS.N,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
6/7/11,187.55,94.767,92.2785,76.9626,33.6504,122.6508,7.1429,92.8571,13227217060,25693297897,10.0182,10.0925,47.43423828,95.2545,94.2802,67.7024,21.9154,159.6067,21.4286,100,90640329802,67386025714,10.0838,10.1661,24.06,91.4821,91.9755,70.7239,33.1471,91.8218,7.1429,100,-1332538496,-7065414615,19.7586,19.8725,22.06,91.5724,88.1969,61.3467,28.0031,124.6913,57.1429,100,703735058,-4465719220,14.9063,15.0403,132.99,77.8687,84.0279,48.0508,20.721,36.3297,64.2857,14.2857,-425198500,582193977.1,105.6476,106.1621
6/8/11,188.05,,,,,,,,,,,,47.46280968,,,,,,,,,,,,23.94,,,,,,,,,,,,21.82,,,,,,,,,,,,131.59,,,,,,,,,,,
6/9/11,189.68,73.4067,79.9199,52.9737,28.1685,68.8361,28.5714,85.7143,13462337060,25789165896,10.0416,10.1792,47.35566693,36.9437,50.8332,42.4996,16.5709,-39.7348,28.5714,78.5714,92107206465,68543472662,11.3826,11.3965,23.96,41.6923,64.5667,47.2207,28.3741,-10.2122,28.5714,85.7143,-1511788296,-6804206883,19.9408,20.0615,21.76,33.9637,53.0258,33.0064,38.1943,-100.948,21.4286,0,-131929642,-4611883763,13.7055,13.7634,133.53,21.3886,45.9952,32.9359,34.3314,-123.9313,35.7143,0,-500134800,557486878.1,88.2016,88.6872
6/10/11,186.53,60.4381,35.0696,50.0135,21.3023,-2.3634,85.7143,7.1429,14158823060,26209573037,11.1018,11.0132,46.5570963,51.2314,31.7716,38.4823,25.1388,-56.3253,85.7143,14.2857,90437382795,68727436424,11.7734,11.6259,23.705,77.9071,48.0298,53.2863,15.4794,127.9977,85.7143,14.2857,-1209853296,-6657393937,19.9361,20.0455,21.38,66.3372,37.8188,55.9012,23.6153,12.8767,85.7143,50,92346258,-4522542306,15.0824,14.9392,135.92,74.2628,46.1099,40.3768,30.0399,0.2128,85.7143,0,-488644700,566137905.9,76.285,76.4651
13/6/11,186.29,32.4271,34.6093,38.2622,25.4344,-77.7274,100,35.7143,12587279060,25300372668,9.5085,9.49,46.6570962,6.1892,5.5182,34.9014,23.872,-103.6814,100,42.8571,90408945972,65836670468,10.2352,10.1346,24.04,37.4206,28.2831,32.6359,20.2655,-42.2972,92.8571,42.8571,-1664445896,-7372621933,18.9621,18.8839,21.385,11.1944,17.6889,27.7084,29.0116,-133.5732,92.8571,0,662239358,-4437134448,15.0629,15.0679,137.53,68.6238,41.6722,46.5354,35.9954,61.7595,78.5714,35.7143,-405990000,596023538.9,107.5556,107.2975
14/6/11,189.96,38.3848,35.554,44.414,24.4358,0.5737,92.8571,28.5714,12666485060,25346594251,9.4737,9.4827,47.49138108,29.7302,13.7628,39.8003,22.7489,-46.4784,92.8571,35.7143,90743515506,66033675879,10.2016,10.1059,24.22,47.4718,35.1397,48.1456,18.4528,64.9087,85.7143,35.7143,-1621551396,-7405617702,18.9105,18.9074,21.82,28.3768,18.0241,34.2762,27.6043,-28.9294,85.7143,0,714234358,-4413244854,15.0046,15.0223,137.1,81.7456,62.8186,52.5139,32.7992,115.8177,71.4286,28.5714,-411839900,592892264.6,107.3474,107.7563
15/6/11,185.98,36.4646,35.7588,42.3698,24.469,-38.0488,85.7143,21.4286,12540131060,25244274019,9.4336,9.468,46.67852475,36.2181,24.0458,39.5053,22.9814,-83.0142,100,28.5714,90344319107,65909939726,10.1438,10.0811,23.74,49.5704,44.8209,41.8482,18.9798,-106.2802,100,28.5714,-1670961596,-7434682526,18.833,18.8839,21.42,32.0981,23.8898,37.2567,26.9439,-84.6958,78.5714,0,665677658,-4457284651,14.9517,14.995,134.85,70.261,73.5434,46.5612,31.5382,32.7349,64.2857,21.4286,-417555100,589859057.9,107.0391,107.824
16/6/11,183.65,35.8793,36.9096,37.7017,26.0356,-224.4067,100,14.2857,12419489060,25215507258,9.4009,9.4351,46.45138212,47.5989,37.8491,36.1154,24.6105,-116.0631,100,21.4286,89833727397,66073158795,10.0846,10.0451,23.995,40.6121,45.8848,37.3275,18.8797,-40.2861,100,21.4286,-1613777496,-7404184339,18.7751,18.8291,21.42,36.6479,32.3743,32.7224,26.857,-80.8513,71.4286,14.2857,665677658,-4479976297,14.914,14.9452,136.09,57.713,69.9065,42.9076,30.4033,37.394,57.1429,14.2857,-412324400,592035334.6,106.8785,107.6713
17/6/11,186.37,25.9132,32.7524,40.1543,27.1189,-74.579,92.8571,7.1429,12545933060,25248152800,9.3773,9.4152,45.75138282,26.6624,36.8265,40.2902,25.8266,-110.1969,92.8571,14.2857,89218706782,65570073176,10.0417,10.0271,24.26,42.7831,44.3219,48.8661,17.5762,113.1663,92.8571,14.2857,-1530457096,-7341694039,18.7884,18.8511,21.19,19.8978,29.5479,40.7365,27.5101,-108.5631,100,7.1429,569173658,-4538511511,14.9065,14.9319,137.23,54.3845,60.7862,52.1738,27.7593,114.5411,50,7.1429,-405566100,585448130.8,107.2639,108.0087
20/6/11,187.72,39.8097,33.8674,38.9377,26.883,-3.9609,85.7143,0,12602567060,25265719348,9.371,9.3939,45.04566924,26.6333,33.6316,28.6922,28.4203,-201.5831,100,7.1429,88578060542,65787181068,9.9586,9.9485,24.47,66.8544,50.0832,47.8253,17.04,163.5143,85.7143,7.1429,-1476118696,-7328652823,18.7978,18.8621,21.325,22.7867,26.4441,31.4618,28.0979,-90.5983,92.8571,0,606532058,-4529545495,14.861,14.8599,135.14,47.8707,53.3228,48.3332,27.1433,-1.0479,42.8571,0,-409586000,584072647.3,107.3967,108.0811
21/6/11,194.23,64.9061,43.543,46.5879,25.3676,200.7936,78.5714,0,12686219060,25333023114,9.3839,9.3977,46.4713821,36.29,29.8619,28.1695,27.8088,-64.341,92.8571,0,89071443435,66234018405,9.8936,9.8804,24.76,83.0579,64.2318,55.2402,17.3939,162.0864,78.5714,0,-1426409996,-7300556602,18.8314,18.9208,21.65,40.1445,27.6097,39.8467,26.7389,-14.9351,85.7143,0,661916358,-4483588309,14.8213,14.8346,135.96,42.9506,48.4019,45.8845,26.2011,11.1846,35.7143,0,-405372700,584699539.7,107.4857,108.0074
22/6/11,191.63,74.8243,59.8467,60.0422,24.096,149.0501,71.4286,100,12623625060,25280431248,9.4165,9.4523,46.08709677,53.507,38.8101,42.7325,26.326,-13.0414,85.7143,0,88680859845,65870991326,9.8736,9.8714,24.65,85.1894,78.3672,56.7994,17.7124,121.8664,71.4286,92.8571,-1470697296,-7320687192,18.8862,18.9802,21.395,50.4849,37.8054,42.1757,25.5158,-28.4241,78.5714,21.4286,624236758,-4516353179,14.7924,14.824,134.52,23.8812,38.2342,46.1809,24.8413,-23.9431,28.5714,57.1429,-409597100,580702122.4,107.7209,107.96
23/6/11,194.16,86.0596,75.2634,49.1929,22.1032,103.4337,64.2857,92.8571,12715817060,25363643508,9.4153,9.4564,47.31852411,79.0544,56.2838,36.673,25.8989,44.7558,78.5714,7.1429,89240619604,66392801271,9.8303,9.8298,24.63,82.7479,83.6651,52.7184,16.1331,62.0424,64.2857,85.7143,-1530167696,-7266503050,18.9198,19.0061,21.71,73.3132,54.6475,35.6566,25.8819,12.8031,100,14.2857,678425758,-4463806270,14.7465,14.7728,132.36,19.613,28.8149,39.5263,25.2427,-216.9812,21.4286,50,-416303700,578405341.6,107.8091,107.5616
24/6/11,192.55,78.8009,79.8949,57.5607,20.0529,93.1793,57.1429,85.7143,12643527060,25339951828,9.4385,9.4996,46.62138195,77.4646,70.0087,51.8375,25.0484,67.2257,71.4286,0,88800811965,66090501728,9.8328,9.864,24.3,58.8361,75.5912,54.314,14.7635,17.3808,57.1429,78.5714,-1631554896,-7304161153,18.9582,19.0372,21.2,54.7373,59.5118,46.696,26.0592,-67.7495,92.8571,7.1429,554018058,-4579542120,14.7383,14.7821,130.91,6.4457,16.6466,38.8028,26.0112,-187.1064,100,42.8571,-422078500,573025775,107.7773,107.1936
27/6/11,201.25,84.6768,83.1791,58.6322,21.0696,170.9316,50,100,12765541060,25424005916,9.4769,9.5406,47.43423828,85.9535,80.8242,47.9572,24.0324,102.9433,64.2857,0,89140625904,66240224260,9.834,9.8713,25.2,57.7971,66.4604,47.2299,16.6376,144.0279,50,100,-1539510696,-7251029948,18.9926,19.0229,21.34,55.0063,61.0189,38.7653,26.9827,-109.1388,100,0,599201458,-4560715703,14.7204,14.7349,130.71,7.5888,11.2159,33.9042,27.1946,-143.7222,100,35.7143,-427910300,572346342,107.3498,106.595
28/6/11,202.35,86.748,83.4086,69.0304,22.0785,161.1869,42.8571,100,12842047060,25464943337,9.5416,9.6416,47.89423782,84.0937,82.5039,54.0802,22.184,155.4648,57.1429,100,89434925798,66274529156,9.845,9.9106,25.8,64.197,60.2767,66.0382,19.409,195.5747,42.8571,100,-1458478596,-7195586932,19.0709,19.1633,21.49,44.2501,51.3313,44.6951,27.306,6.576,92.8571,0,635716558,-4537241710,14.7081,14.7274,129.26,7.6077,7.2141,36.457,28.9247,-128.6904,100,28.5714,-435966300,569378342,106.8046,106.1904
29/6/11,204.18,92.0767,87.8338,69.8807,23.9758,139.3372,35.7143,100,12934225060,25484014648,9.6147,9.731,47.71995228,89.3289,86.4587,56.3316,20.973,108.9356,50,92.8571,89082380246,66261181106,9.864,9.9558,25.62,85.0834,69.0258,70.5128,21.9033,139.617,35.7143,92.8571,-1524529596,-7163505018,19.2047,19.3366,21.39,54.955,51.4038,47.195,27.331,12.8666,85.7143,0,604056158,-4549418787,14.6978,14.735,132.53,32.674,15.9569,32.6353,28.5994,-54.0129,92.8571,21.4286,-427795500,574482353.8,106.3008,105.6268
30/6/11,204.49,91.0069,89.9438,64.8922,25.3378,98.8356,28.5714,92.8571,13023187060,25546098767,9.6899,9.787,47.95280919,89.6872,87.7033,54.662,19.8831,94.8602,42.8571,85.7143,89405335368,66493826589,9.8876,9.9855,26,91.9075,80.396,70.8253,24.775,133.502,28.5714,100,-1471994196,-7110969618,19.3604,19.4826,22.16,71.3336,56.8462,46.1416,26.0475,271.5918,78.5714,100,657986358,-4504234025,14.6992,14.7349,133.09,57.9031,32.7283,45.6818,27.781,-17.8425,85.7143,14.2857,-422814600,576388089.5,106.1753,105.6453
7/1/11,209.49,77.7471,78.9828,66.7099,32.9492,80.2481,0,100,12337577060,24177520558,9.1884,9.2098,49.03709382,94.8297,93.2256,67.8527,30.8837,114.1922,7.1429,100,93294581261,64960938021,9.9157,9.9457,26.02,80.5552,78.1947,76.4983,43.6682,170.4639,64.2857,92.8571,-849224496,-6880637710,21.6622,21.6703,22.53,37.344,47.1222,36.351,26.3111,-165.9072,100,0,130598558,-5090004442,14.1211,14.1438,136.65,62.4952,79.4735,60.5023,26.2202,17.0678,0,92.8571,-324936700,657717414.5,134.9018,135.2326
7/4/11,,65.5311,75.9351,65.1776,45.0432,74.9895,0,92.8571,12256519060,24828080151,8.9238,8.9405,,14.9909,16.5433,42.16,23.1361,-103.6536,0,42.8571,90640495000,68506864045,10.4534,10.3756,,75.6743,64.5526,63.1999,24.2734,135.5649,0,92.8571,-1049561096,-7341877324,19.9856,20.0121,,51.7825,35.001,40.712,26.216,-19.1883,78.5714,42.8571,-59094742,-4902071840,13.7004,13.6503,,67.3751,60.5017,57.0968,15.927,180.5487,0,100,-325601500,648234723.3,126.2371,126.6232
7/5/11,213.19,,,,,,,,,,,,49.91852151,,,,,,,,,,,,26.03,,,,,,,,,,,,22.44,,,,,,,,,,,,134.5,,,,,,,,,,,
7/6/11,214.19,9.9783,16.1318,33.0924,25.8057,-118.3743,92.8571,14.2857,12581787060,25369330016,9.6251,9.5868,50.25137832,17.8422,39.5087,45.6826,21.6215,-80.0898,28.5714,71.4286,90454793218,66447555220,10.2863,10.319,26.33,15.0028,12.31,36.4303,19.3774,-73.4946,92.8571,71.4286,-1663364896,-7357919695,19.0935,19.0907,22.75,24.0703,17.9858,39.2911,29.7593,-26.6804,92.8571,7.1429,758421958,-4342679992,15.303,15.2892,133.89,25.0715,26.4147,35.9922,41.6063,-92.4262,78.5714,64.2857,-416522700,595958016.3,108.3027,108.4972
7/7/11,216.74,94.3256,93.5145,79.2865,36.6957,125.9239,0,100,13290115060,25706991558,10.1239,10.2128,51.0285204,94.687,95.2497,71.6032,24.0761,146.2659,14.2857,100,91039993801,67625824113,10.173,10.2673,26.77,91.0539,91.7794,76.2189,36.5241,122.7932,0,100,-1280591996,-7035445480,19.9065,20.0278,23.23,89.8349,90.9619,66.9289,30.4601,139.0263,50,100,756842058,-4444676824,14.9989,15.1606,135.01,67.2263,77.2421,52.1154,20.0485,107.2697,57.1429,7.1429,-421341000,579848200.1,105.6079,106.3781
7/8/11,218.28,,,,,,,,,,,,51.38709147,,,,,,,,,,,,26.92,,,,,,,,,,,,23.09,,,,,,,,,,,,134.08,,,,,,,,,,,
7/11/11,212.55,83.1151,83.5671,45.9869,23.0595,36.7778,42.8571,0,14350921060,26212055907,10.7166,10.8766,50.571378,56.1387,45.2283,49.4758,9.3153,-59.6103,21.4286,0,91117413873,69076973186,12.1485,12.1236,26.63,65.4089,43.8729,41.3628,19.4643,6.2677,78.5714,7.1429,-1194655296,-6495990584,20.964,20.873,22.85,63.1007,42.6251,52.1044,24.6605,-24.3529,0,50,801863158,-4103852939,16.8936,16.7068,132.02,37.5164,29.4543,51.2039,17.2184,-39.7788,0,57.1429,-417448700,581285359.5,85.4186,84.4508
7/12/11,211.23,53.6171,63.4185,36.5598,39.4317,26.0757,42.8571,0,13933217060,25958467493,9.6973,9.7946,50.53566375,70.0452,79.5922,55.9096,18.6975,57.6874,42.8571,85.7143,88547095309,67709403939,11.5511,11.6626,26.54,74.5603,73.5907,51.1217,15.723,64.0684,42.8571,0,-1553571696,-6679224990,20.032,20.2525,22.45,90.0767,87.1033,66.8814,24.6516,94.7223,42.8571,100,919403858,-4055721237,16.9039,17.1896,130.31,87.3988,79.9554,61.0711,29.0851,121.9139,35.7143,100,-418412000,553771208.1,75.3022,77.1094
13/7/11,213.5,25.7094,50.3628,72.8492,38.2963,47.8836,7.1429,78.5714,13288483060,25626403256,10.5268,10.511,51.14566314,67.0958,75.5845,70.5219,28.8375,80.2856,7.1429,100,91026982188,67809724721,10.5055,10.5358,26.63,56.5893,71.3637,75.6259,45.1308,71.3982,14.2857,78.5714,-1272728596,-7020599757,20.5191,20.4523,22.48,28.9011,49.469,57.9875,29.4955,2.4266,21.4286,71.4286,678557558,-4446319624,15.3824,15.3926,129.92,8.4486,21.9647,39.1739,18.4923,-120.1088,28.5714,0,-438946900,573820891.8,105.6262,105.4856
14/7/11,210.38,16.1603,29.8125,69.2322,36.7243,-7.7463,0,71.4286,13210433060,25572258310,10.5813,10.5415,51.10994889,68.6707,69.4291,72.4821,29.6337,76.8288,0,100,90596448158,67612839140,10.581,10.6046,26.47,40.5261,56.7265,75.8896,45.2765,44.3756,7.1429,100,-1319110896,-7051283432,20.5903,20.5206,22.27,15.0637,30.4969,57.7198,27.2261,-50.0249,14.2857,64.2857,630985658,-4482241263,15.453,15.4077,129.89,3.6233,10.0538,43.3115,18.4879,-100.3587,21.4286,42.8571,-444304100,569076355.5,105.7827,105.3347
15/7/11,212.87,29.648,23.8392,67.5681,35.252,-32.762,0,64.2857,13291885060,25602103318,10.6428,10.562,52.13137644,84.1838,73.3168,72.603,31.0443,121.7374,0,100,91080915842,68084010970,10.661,10.6618,26.78,43.4624,46.8592,69.6138,45.4077,62.1241,0,92.8571,-1269978496,-7034121843,20.6474,20.5552,22.37,16.2417,20.0688,50.2441,25.1242,-74.0741,7.1429,57.1429,680945058,-4485016785,15.5072,15.3839,130.16,10.162,7.4113,42.0213,18.8979,-89.4737,14.2857,35.7143,-439049000,568241854.7,105.6444,105.155
18/7/11,211.53,30.9101,25.5728,65.6397,33.2597,-106.8053,0,57.1429,13233923060,25617787153,10.6777,10.5737,53.3999466,88.895,80.5832,75.7532,33.764,209.0288,0,100,91653569614,68552768113,10.7501,10.732,26.59,43.0249,42.3378,72.3262,43.8385,11.3588,0,85.7143,-1314480396,-7032731159,20.7022,20.6063,22.28,19.5416,16.949,50.7331,22.7252,-97.698,0,50,635749658,-4478560299,15.5127,15.3669,129.33,20.8555,11.5469,36.6412,20.3708,-113.4769,100,28.5714,-444885500,570436027.6,105.3385,104.7579
19/7/11,218.06,59.3938,39.984,67.9323,33.4427,111.7617,14.2857,100,13322667060,25693497477,10.7028,10.5946,53.83566045,96.0593,89.7127,82.3914,36.655,178.0346,7.1429,100,92472716033,68818644906,10.856,10.8586,27.54,67.4751,51.3208,75.104,44.6097,259.9026,0,100,-1227749796,-6966170466,20.7578,20.6736,23.06,49.5475,28.4436,54.4623,23.3744,53.6965,0,42.8571,691456558,-4429605751,15.4956,15.3717,128.49,34.3836,21.8004,27.8305,22.7497,-124.2686,100,21.4286,-460183200,575788496,104.5303,103.8768
20/7/11,215.55,65.1778,51.8272,76.6859,34.1606,85.5394,7.1429,100,13255209060,25652603249,10.7424,10.6687,55.2713733,88.4001,91.1181,87.7591,40.5329,189.3042,0,100,93414057374,68042290363,10.9986,11.0617,27.06,64.9082,58.4694,80.719,45.3038,127.4325,0,92.8571,-1277545196,-6994432720,20.8603,20.7956,22.99,68.8907,45.9933,66.7622,24.3576,77.2607,0,35.7143,634297758,-4454612726,15.5402,15.458,132.75,55.8138,37.0176,37.6522,21.2235,7.0486,92.8571,14.2857,-451604900,581470352.6,104.071,103.4839
21/7/11,213.21,66.3013,63.6243,66.1164,32.7051,-6.6059,0,92.8571,13164303060,25626328093,10.7507,10.6993,55.32708753,81.4203,88.6266,74.9176,43.2632,118.9189,0,92.8571,93940592300,68095285761,11.0962,11.1775,27.095,70.4106,67.598,71.5616,43.715,66.989,0,85.7143,-1195807796,-6965948474,20.9033,20.8613,22.81,79.9794,66.1392,49.7839,22.2757,-6.0987,0,28.5714,554172358,-4390286700,15.5031,15.435,135.58,76.0532,55.4169,54.4143,19.8287,163.3654,85.7143,7.1429,-443933900,586893440.5,103.9463,103.9599
22/7/11,216.52,57.1229,62.8673,58.3424,31.7244,60.823,0,85.7143,13236137060,25668142854,10.7485,10.6982,56.1856581,80.9151,83.5785,75.5124,46.0505,112.395,0,85.7143,94457321616,68364268145,11.2019,11.2798,27.53,70.1691,68.496,65.3805,43.0302,101.9573,0,78.5714,-1119427196,-6893079626,20.9283,20.8894,23.13,77.8677,75.5793,58.9162,21.0864,110.6003,71.4286,21.4286,599257858,-4368223583,15.5018,15.4898,135.49,91.533,74.4667,57.858,18.881,159.7378,78.5714,0,-448859400,587063285.3,104.0822,104.5676
25/7/11,213.49,45.6391,56.3544,61.2106,30.8418,14.1107,64.2857,78.5714,13169281060,25622559218,10.7422,10.7121,56.9285145,86.8631,83.0662,76.4326,48.8524,104.7174,0,100,95047128205,68783610402,11.3047,11.3747,27.91,80.0121,73.5306,71.466,43.7321,156.2529,0,100,-1010944796,-6827990186,20.9784,20.9693,23.03,77.0854,78.3108,58.9162,20.1234,92.85,64.2857,14.2857,558541758,-4369920088,15.5086,15.5346,136.85,94.9474,87.5112,55.2183,17.2994,123.5765,71.4286,100,-443002700,592016472.4,104.195,104.9405
26/7/11,214.18,44.8303,49.1974,59.8071,28.389,-25.458,57.1429,71.4286,13366553060,25713116460,10.744,10.7189,57.62994237,93.1676,86.9819,80.3354,51.6154,109.7042,0,100,95523711081,69044643346,11.4452,11.5053,28.08,91.7271,80.6361,77.5929,44.4792,157.1138,0,100,-936308296,-6779936549,21.0778,21.1144,22.895,77.5121,77.4884,60.2767,19.2566,59.0157,57.1429,7.1429,512968158,-4396979413,15.5367,15.5825,137.6,91.5065,92.6623,60.8492,17.2521,121.6813,64.2857,100,-437538000,591898042.3,104.6074,105.5982
27/7/11,222.518,45.8676,45.4457,72.8233,29.8939,221.8457,50,100,13625665060,25652132844,10.7924,10.8099,56.08422963,77.0903,85.707,80.5542,51.4985,65.6174,21.4286,92.8571,94864386022,68440628683,11.573,11.6154,27.33,76.2124,82.6505,78.1514,41.9324,56.5022,50,92.8571,-1007796996,-6827747463,21.1779,21.2416,22.53,58.4084,71.002,52.1717,18.3165,-41.5003,50,0,453769658,-4402899263,15.5422,15.5743,134.72,69.3177,85.2572,61.2486,15.9806,57.9196,57.1429,92.8571,-442788000,587694305.7,105.0882,106.1623
28/7/11,223.9,63.8374,51.5118,69.8295,31.2483,153.5713,42.8571,92.8571,13732763060,25682464795,10.8408,10.8742,55.97422974,53.7306,74.6628,67.8106,50.1826,38.6085,14.2857,85.7143,94270351428,68341399428,11.6655,11.6562,27.72,70.709,79.5495,61.4238,39.9117,70.843,42.8571,85.7143,-924035596,-6812163947,21.2304,21.2617,22.55,40.3019,58.7408,48.7235,16.8728,-38.3865,42.8571,78.5714,490506358,-4410246603,15.536,15.5452,135.84,50.3521,70.3921,54.9507,15.4197,61.8746,50,85.7143,-438358300,586294113.2,105.348,106.3608
29/7/11,222.52,74.9515,61.5522,64.6119,32.0445,103.1822,35.7143,85.7143,13629409060,25678820904,10.8819,10.9088,55.78280136,32.6976,54.5062,62.9046,47.8345,5.8673,7.1429,78.5714,93637766396,68444088119,11.7456,11.6677,27.4,46.1547,64.3587,64.6968,38.093,19.6763,35.7143,78.5714,-1028430396,-6851601983,21.3125,21.3109,22.33,21.9892,40.2332,46.4495,16.0411,-90.3859,35.7143,71.4286,438608858,-4433600478,15.5415,15.5063,134.97,31.7537,50.4745,52.1051,13.9993,25.6486,42.8571,78.5714,-443698600,586617301.3,105.5697,106.3976
8/1/11,221.32,,,,,,,,,,,,56.67851475,,,,,,,,,,,,27.27,,,,,,,,,,,,22.24,,,,,,,,,,,,134.15,,,,,,,,,,,
8/2/11,211.7,90.9259,81.5341,48.6201,19.3265,122.0185,50,0,12144029060,24823870754,8.6942,8.7691,55.55851587,95.7272,91.9113,65.4594,17.7539,187.8074,14.2857,100,91761814926,67581211762,10.4046,10.4169,26.8,75.5428,51.8736,50.8563,23.4563,24.728,57.1429,42.8571,-811514896,-6790685046,21.7318,21.6594,21.72,78.5439,81.6014,65.3644,13.4748,41.0766,7.1429,92.8571,272223558,-4834732930,14.6357,14.5967,131.23,82.8591,73.72,54.3209,17.4971,156.3001,28.5714,0,-344820400,663092359.7,129.6435,130.6364
8/3/11,209.96,28.8298,34.4792,34.1158,36.2816,-116.9643,92.8571,0,11821719060,24632768205,8.7012,8.7081,56.08137249,69.3522,81.6147,53.3178,13.9416,48.7927,28.5714,7.1429,93405688166,68833468443,10.6368,10.7202,26.92,23.5203,16.8885,24.7186,33.2677,-103.9459,92.8571,14.2857,-1189888096,-7169687776,20.5113,20.4928,21.81,17.3815,33.9429,42.9312,13.0043,-125.723,35.7143,21.4286,64028958,-4950902019,14.6759,14.6905,132.08,20.8378,26.5627,34.0764,17.527,-98.521,92.8571,7.1429,-342646000,649433253.5,128.8004,128.8366
8/4/11,201.48,53.9755,64.9862,68.524,46.9483,77.7973,14.2857,85.7143,12181991060,24837179500,8.9919,8.9991,53.90994609,12.2848,14.957,44.5902,24.3675,-100.7576,100,35.7143,90262959423,68264510562,10.4287,10.3577,25.94,82.1111,74.5448,62.5573,25.2308,93.1975,0,85.7143,-1089448696,-7354342199,20.0042,20.0723,20.85,67.3669,50.992,44.3457,24.6558,11.4377,71.4286,35.7143,-105569642,-4922520796,13.6827,13.6487,126.23,72.4712,67.0266,60.9821,16.0766,95.3207,42.8571,92.8571,-328882300,645282003.3,126.4733,127.1627
8/5/11,202.7,,,,,,,,,,,,53.37423234,,,,,,,,,,,,25.68,,,,,,,,,,,,20.79,,,,,,,,,,,,125.18,,,,,,,,,,,
8/8/11,193.7,11.8303,11.4054,28.3092,31.5242,-145.5416,100,64.2857,13078287060,25379750422,10.7502,10.5463,50.45852097,10.145,22.953,35.7104,36.051,-201.7677,100,35.7143,91123736283,66709277105,11.7842,11.5906,24.48,7.2776,11.1578,25.8858,34.3287,-175.8936,100,35.7143,-1428849096,-7057816230,21.0746,20.7469,20.11,9.2717,13.9611,23.0875,28.9106,-151.7437,100,28.5714,69562458,-4658160479,15.1054,14.9259,117.66,14.5208,11.1608,27.2703,24.4296,-194.0137,100,35.7143,-487413000,562098643.7,105.1716,103.5118
8/9/11,205.09,88.7634,80.3415,63.5417,30.168,93.8968,14.2857,100,13480295060,25834471741,10.3631,10.4261,53.42994657,66.5874,49.0575,53.4849,15.1992,40.3879,14.2857,64.2857,92873942431,68394401762,11.4859,11.4651,25.58,45.7143,40.5326,56.3917,25.8984,70.8984,14.2857,71.4286,-1404015396,-6778003662,20.1778,20.1607,20.6,55.2549,42.221,48.6734,33.2579,26.7094,7.1429,64.2857,-128824642,-4613464721,13.7838,13.8009,122.73,17.751,18.8834,39.9101,31.4533,-90.4771,21.4286,64.2857,-500117200,556154329.8,88.2697,87.4632
8/10/11,194.13,,,,,,,,,,,,51.95566233,,,,,,,,,,,,24.2,,,,,,,,,,,,19.93,,,,,,,,,,,,110.34,,,,,,,,,,,
8/11/11,198.36,74.7887,81.0816,48.6246,22.4603,73.0877,35.7143,0,14429211060,26238908999,10.6196,10.8918,53.3856609,64.5142,54.7428,52.3017,9.8826,88.6029,14.2857,57.1429,91517856273,69257296627,12.1399,12.1302,25.19,79.2851,61.1477,57.7948,18.1843,91.807,71.4286,0,-1146832796,-6455596821,20.9585,20.9446,20.76,76.004,58.6345,64.1532,25.0498,65.8455,7.1429,42.8571,857825058,-4052280208,16.909,16.7786,118.1,56.0389,40.3237,53.9787,16.0963,-1.4733,7.1429,50,-411310100,584703813.2,85.6865,84.5172
8/12/11,202.3,33.8081,48.326,40.9732,40.023,-20.2067,35.7143,0,13845995060,25883255407,9.6998,9.7735,53.85566043,54.5022,68.1942,57.7102,18.9982,69.8999,35.7143,78.5714,88923452085,67394464018,11.6024,11.6939,25.1,55.6692,67.6423,46.8791,14.7039,44.679,35.7143,0,-1614093896,-6729371955,20.1011,20.2451,20.65,63.4088,79.2358,68.1764,23.9705,43.5241,35.7143,92.8571,861403258,-4103410619,17.0722,17.2968,116.47,74.2035,79.6641,67.5862,30.5982,73.5922,28.5714,92.8571,-427630200,546427896.3,76.5065,78.1742
15/8/11,202.95,71.2819,55.2983,42.2047,29.655,-1.0794,64.2857,28.5714,13469123060,25580785277,10.1895,10.1932,54.77280237,84.2292,65.1039,52.8698,27.4609,48.5973,64.2857,0,93059154216,67781469366,11.4306,11.4076,25.51,72.1387,51.1055,39.5469,40.9813,-13.1063,71.4286,0,-1347967696,-6925914513,20.0192,19.9749,20.89,80.9095,60.732,39.1326,36.9882,1.3886,71.4286,0,158219958,-4555844882,14.4286,14.4666,119.13,51.0302,36.9948,33.9719,41.7573,-43.8313,78.5714,0,-480600100,565522302.4,98.1016,97.2924
