Date,AMZN.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,AAPL.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,MSFT.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,INTC.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA,GS.N,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
1/1/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/10,133.9,56.8287,73.2678,66.1726,35.5107,8.987,57.1429,85.7143,11404313060,20702083995,6.6543,6.6815,30.57282657,78.7484,82.8722,75.0702,38.0954,96.8893,42.8571,100,88163559340,55249301493,6.9552,6.9908,30.95,22.6012,20.0644,47.6624,36.1135,-200.4061,100,64.2857,-170032596,-7207872883,22.5763,22.4974,20.88,43.4609,40.6623,65.2979,34.4441,36.5832,7.1429,50,430109568,-5566022714,14.7663,14.6915,173.08,9.7641,15.2302,50.3525,25.5682,-119.6258,100,64.2857,-177810600,811806291.3,137.0128,135.9827
1/5/10,134.69,,,,,,,,,,,,30.62568366,,,,,,,,,,,,30.96,,,,,,,,,,,,20.87,,,,,,,,,,,,176.14,,,,,,,,,,,
1/6/10,132.25,75.6546,78.7052,45.0015,45.833,12.7304,57.1429,14.2857,10964719060,20684128051,6.1918,6.2536,30.13854129,89.506,82.1665,57.5986,35.3551,151.4643,57.1429,100,86814825991,60433201493,7.5207,7.6163,30.77,58.4734,43.3955,22.6915,60.6866,-57.2855,78.5714,14.2857,-728850596,-7440150402,20.4367,20.3482,20.8,80.4143,72.8022,46.2398,36.6646,38.3548,71.4286,14.2857,157160868,-5086505491,14.0551,14.173,174.26,82.1737,80.0595,49.2538,31.4835,85.6424,71.4286,14.2857,-346418300,664477496.8,110.7708,112.1395
1/7/10,130,22.3903,20.1191,21.6477,46.2261,-114.8337,85.7143,21.4286,10302619060,20430250557,5.9468,5.8418,30.08282706,11.7287,14.7644,38.9499,24.7259,-152.8759,100,42.8571,83901271878,58976664757,8.1018,7.9595,30.452,9.2413,7.756,20.6368,37.6466,-110.958,100,42.8571,-1307756396,-7786346725,19.1478,18.8035,20.6,9.8465,14.0854,26.2921,28.8873,-127.6594,100,28.5714,-259230632,-5198457751,13.6668,13.4909,177.67,9.8352,26.4734,37.8543,33.0676,-128.055,100,71.4286,-430663700,621506911,107.1164,106.6629
1/8/10,133.52,,,,,,,,,,,,30.28282686,,,,,,,,,,,,30.66,,,,,,,,,,,,20.83,,,,,,,,,,,,174.31,,,,,,,,,,,
1/11/10,130.308,21.3492,40.7736,55.0986,27.7141,-48.5113,0,64.2857,11831117060,24055729171,8.256,8.2434,30.01568427,26.0805,26.1764,50.8046,19.7333,-103.8405,0,28.5714,90919338892,63729708102,9.2871,9.2333,30.27,84.9747,88.427,73.8351,41.7313,143.9476,0,100,-799238296,-7177442770,19.7969,19.9471,20.95,73.472,81.3621,66.602,45.5102,137.0434,35.7143,100,454806458,-5178943307,13.305,13.3863,171.56,75.5784,75.1963,67.9799,37.1642,90.3937,14.2857,85.7143,-336975200,642752039.9,125.3926,125.2671
1/12/10,127.35,65.8706,79.3297,67.8835,31.8447,68.1857,28.5714,85.7143,12439949060,24124551283,8.5062,8.6501,29.67425604,71.522,76.9725,59.2894,18.8722,97.8421,35.7143,0,90767721540,64380593011,9.3769,9.4407,30.07,59.9617,43.791,46.6624,30.6007,117.2058,85.7143,0,-1158710996,-7252643771,19.694,19.7209,20.608,63.8344,65.5033,65.2722,30.9812,151.4882,7.1429,14.2857,475529158,-5071693977,14.2613,14.2928,167.82,28.6289,20.2051,39.246,29.1709,-57.8186,92.8571,21.4286,-340198800,644826291.2,127.364,126.7452
13/1/10,129.11,24.9096,29.4097,36.252,19.4087,-112.6577,100,28.5714,12324989060,20139331418,6.6593,6.6049,30.09282705,37.2003,31.7614,50.7091,25.1576,-114.5391,0,57.1429,77727666110,52667576166,6.3981,6.3438,30.35,24.7807,27.8575,45.8508,17.2021,-87.6939,92.8571,28.5714,-107169496,-7156107469,23.2046,23.1045,20.96,61.6461,60.928,56.1926,26.1501,50.9137,0,85.7143,60175268,-5609597853,13.5805,13.5494,169.07,14.2448,29.9454,45.7315,27.5881,-73.2835,28.5714,71.4286,-219567700,822753165.7,134.2582,133.7839
14/1/10,127.35,24.1091,26.65,40.246,19.8007,-95.246,92.8571,21.4286,12129491060,20037161609,6.613,6.578,29.91854151,49.413,38.0718,55.4712,23.0331,-58.5542,0,50,77294771678,52481191064,6.402,6.3453,30.96,49.0904,33.5826,46.9917,17.2291,58.2882,85.7143,21.4286,-43941396,-7113955403,23.141,23.0758,21.48,67.8822,63.1105,63.481,26.6377,223.371,0,100,210996868,-5501006301,13.6368,13.5996,168.53,17.1354,18.3851,45.7063,25.3674,-76.7622,21.4286,64.2857,-230089100,820135939.3,134.5669,133.3927
15/1/10,127.14,27.4212,25.48,40.3801,20.1535,-83.2577,85.7143,14.2857,11821961060,19748629601,6.5734,6.5564,29.41854201,51.3483,45.9872,57.1548,22.8324,-107.4654,0,42.8571,76700703484,51899564088,6.3954,6.3511,30.86,68.3416,47.4042,61.0388,17.7751,88.7429,78.5714,14.2857,-123854596,-7148634716,23.1486,23.1582,20.8,68.8192,66.1159,67.7599,25.5795,57.4115,7.1429,92.8571,12918268,-5680220272,13.6886,13.674,165.21,16.8924,16.0909,44.6123,23.8128,-125.8423,14.2857,57.1429,-240985400,813503408.9,134.5912,133.0157
18/1/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/1/10,127.61,31.3692,27.6332,34.0535,21.8801,-101.0265,100,7.1429,11999813060,19888681994,6.5232,6.5116,30.71996928,59.699,53.4868,50.4363,20.6738,80.4231,78.5714,35.7143,77430711814,52602024934,6.3799,6.3415,31.1,83.0458,66.826,54.1994,18.0845,99.2716,71.4286,7.1429,-77278896,-7125346866,23.1584,23.1803,21.05,62.3932,66.3649,55.1867,24.6271,59.0192,0,85.7143,95491768,-5659576897,13.6958,13.6765,166.86,23.5739,19.2006,38.0587,22.7722,-93.0628,7.1429,50,-233280100,818840389.4,134.1963,132.3383
20/1/10,125.78,32.6327,30.4744,37.4517,22.3021,-86.601,92.8571,0,11818319060,19768860712,6.4917,6.4834,30.24639833,61.9344,57.6605,62.7493,18.9296,89.2121,71.4286,28.5714,76818558402,52440133123,6.3809,6.3698,30.585,69.2167,73.5347,55.2132,16.322,4.5239,64.2857,0,-132128396,-7132311882,23.1554,23.2066,21.08,50.2734,60.4953,56.8218,23.77,48.3158,0,78.5714,161161868,-5621080632,13.6991,13.6893,167.79,35.4838,25.3167,40.9963,21.287,-67.0587,0,42.8571,-224386200,825937076.4,133.6322,131.8966
21/1/10,126.62,38.6777,34.2265,37.9483,22.7268,-84.2322,85.7143,0,12017731060,19774558198,6.455,6.4615,29.7245417,62.6631,61.4321,56.0904,17.9972,-25.0344,64.2857,21.4286,76210403394,52003749672,6.3739,6.3775,30.01,45.676,65.9795,51.0297,16.0085,-81.8985,57.1429,0,-205215096,-7203368396,23.1349,23.2006,20.84,44.4378,52.3681,59.7246,21.9902,14.6691,0,71.4286,87528568,-5657312891,13.7213,13.7188,160.87,43.0841,34.0473,52.1381,23.0949,-123.3453,100,35.7143,-276124500,804012835.5,133.155,132.0324
22/1/10,121.43,23.1182,31.4762,34.1062,25.0418,-187.5121,100,0,11786353060,19588049448,6.4229,6.4285,28.24997175,30.85,51.8158,45.9447,20.5704,-247.8963,100,14.2857,75328634913,51222608542,6.3589,6.3546,28.96,17.5181,44.137,40.6035,18.8597,-206.4627,100,71.4286,-307219696,-7287372184,23.0873,23.1117,19.91,27.4459,40.719,50.7256,22.6983,-205.6733,100,64.2857,-28773832,-5749880107,13.724,13.6977,154.12,31.9413,36.8364,31.8448,25.8445,-214.1234,100,28.5714,-306300100,788884801.3,131.9303,130.6334
25/1/10,120.31,21.7177,27.8379,27.5676,27.9589,-217.9487,100,0,11545875060,19600767035,6.3806,6.3697,29.01068528,19.3735,37.6289,39.542,22.8863,-135.842,92.8571,7.1429,76394335578,51520343096,6.3353,6.3124,29.32,8.6022,23.9321,31.6513,21.4257,-144.942,92.8571,64.2857,-243846696,-7300952113,23.0085,22.9344,20.32,19.56,30.4813,41.1233,23.3357,-119.9047,92.8571,57.1429,45011768,-5762867318,13.7043,13.6174,154.98,17.7819,30.9358,28.8333,28.3191,-144.8819,92.8571,21.4286,-288423100,775524096.1,130.3476,129.1241
26/1/10,119.48,13.1921,19.3427,25.2052,29.915,-132.9229,92.8571,0,11354695060,19450467065,6.3203,6.3076,29.41997058,27.7053,25.9763,46.2473,20.735,-12.8817,85.7143,0,78261447445,50780544054,6.3146,6.2968,29.5,18.8095,14.9766,31.2484,22.7521,-95.6742,85.7143,57.1429,-177206796,-7295691068,22.8942,22.7838,20,17.652,21.5527,40.1668,24.4899,-122.9636,85.7143,50,-20287132,-5812980427,13.6434,13.5445,150.88,8.4733,19.3988,27.4583,31.3425,-135.8078,100,14.2857,-304409000,760530424.3,128.7688,127.7154
27/1/10,122.75,26.0671,20.3256,27.3173,31.328,-78.364,85.7143,0,11650001060,19670153869,6.2805,6.261,29.69768459,48.235,31.7713,47.9262,19.7827,-40.8847,78.5714,64.2857,79984017567,51662486237,6.3076,6.2889,29.67,31.8592,19.7569,34.7113,24.1228,-73.7906,78.5714,50,-113257296,-7255722630,22.8336,22.6812,20.24,25.1111,20.7744,37.2769,25.9102,-93.0866,78.5714,42.8571,54639068,-5764498769,13.5864,13.4634,151.5,9.8857,12.047,23.2565,34.4895,-114.1584,100,7.1429,-284510000,768216733.4,127.2597,125.9702
28/1/10,126.03,47.0877,28.7823,40.763,29.3678,16.5686,78.5714,7.1429,12195863060,19925716533,6.2631,6.2538,28.46997153,41.8037,39.248,44.6225,19.186,-112.1098,71.4286,57.1429,78810513994,50692620049,6.2987,6.272,29.16,33.0356,27.9014,44.8023,25.6929,-75.7737,71.4286,42.8571,-230770996,-7308483883,22.8018,22.6647,19.92,20.985,21.2494,44.6514,27.5901,-89.0153,100,35.7143,-22335532,-5789434202,13.5589,13.4328,153.29,19.6084,12.6558,32.8128,35.7528,-74.4105,92.8571,0,-268349300,772618600.2,126.18,125.038
29/1/10,125.41,60.6948,44.6165,55.2194,27.8337,66.2337,71.4286,0,11606437060,19530474898,6.2663,6.2965,27.43754399,28.4652,39.5013,38.6818,20.7936,-157.7443,100,50,77564560349,49824727318,6.2714,6.2369,28.18,30.2291,31.708,45.9391,29.2576,-120.754,100,35.7143,-424659496,-7413149357,22.7708,22.6595,19.4,19.3733,21.8231,41.5738,30.0473,-118.706,100,28.5714,-118389432,-5864846886,13.4947,13.3875,148.72,22.2045,17.2329,33.3692,37.3745,-84.3151,100,0,-286852100,758878897.2,125.1176,124.3053
2/1/10,118.87,,,,,,,,,,,,27.81854361,,,,,,,,,,,,28.41,,,,,,,,,,,,19.61,,,,,,,,,,,,153.13,,,,,,,,,,,
2/2/10,118.12,34.9847,50.1079,34.8977,27.7319,-123.3384,92.8571,85.7143,10389355060,19754393215,6.1992,6.2111,27.97997202,18.1397,19.9455,36.2061,23.3871,-92.5546,85.7143,35.7143,79012780596,50649165675,6.1777,6.1172,28.46,30.531,29.1116,28.9949,35.2383,-116.1957,85.7143,21.4286,-284314696,-7306379265,22.387,22.2711,19.91,30.745,23.1387,37.1391,32.2019,-64.5502,85.7143,14.2857,-4718632,-5830948042,13.2891,13.2022,156.94,54.7052,38.2613,37.4506,38.0842,6.8599,85.7143,42.8571,-256624700,774976754.8,122.8344,122.5642
2/3/10,119.1,82.4563,76.9446,66.2029,15.808,226.082,42.8571,100,10740045060,20352914379,5.9204,5.9724,28.46140011,92.0947,87.7088,67.3012,16.888,166.3972,14.2857,100,81476573058,52551242781,6.1182,6.1279,28.63,67.3715,69.3378,60.3125,20.9476,4.0499,21.4286,100,-284413696,-7224530411,21.8059,21.7832,19.68,61.9393,58.6967,63.2008,19.2323,64.6959,0,100,106982668,-5752385419,13.6767,13.6036,157.23,55.577,46.4912,53.3818,18.4675,148.4004,0,64.2857,-209817800,778246951.5,122.7554,122.604
2/4/10,115.94,,,,,,,,,,,,27.43568685,,,,,,,,,,,,27.84,,,,,,,,,,,,19.02,,,,,,,,,,,,150.68,,,,,,,,,,,
2/5/10,117.39,,,,,,,,,,,,27.92282922,,,,,,,,,,,,28.02,,,,,,,,,,,,19.47,,,,,,,,,,,,154.16,,,,,,,,,,,
2/8/10,116.83,84.7631,79.9562,52.6654,36.4861,87.12,57.1429,0,9855887060,22071663430,5.8611,5.8703,27.73140084,34.7276,40.2477,53.0588,15.8123,75.2209,28.5714,78.5714,82761043541,59812694911,7.8132,7.817,27.72,67.6968,68.4511,59.4484,17.355,89.0935,35.7143,85.7143,-844216396,-7384668687,19.6918,19.6828,19.35,26.1377,21.8704,45.5549,30.1818,-82.6939,92.8571,0,121565768,-5187754174,14.2133,14.1089,151.1,82.8839,72.7949,65.5937,31.3365,141.2312,7.1429,100,-373833700,632923932.4,116.792,116.7463
2/9/10,118.03,82.4205,62.6111,63.5904,15.9684,210.5964,71.4286,100,10968231060,22831701822,6.3217,6.342,28.02711483,88.9624,75.6491,53.9333,28.9175,104.7813,71.4286,21.4286,83487941067,59889392964,7.4084,7.4519,28.01,57.1164,37.5943,38.6372,32.3703,-24.8655,85.7143,14.2857,-1127056896,-7384213183,18.4091,18.418,19.65,44.6047,31.3885,35.8908,47.5891,-24.2536,85.7143,14.2857,-122865342,-5431867704,12.3122,12.3432,152.49,42.5768,23.4845,39.0059,42.7079,-48.9136,85.7143,0,-383027200,621436970.2,112.1475,111.8367
2/10/10,117.36,,,,,,,,,,,,27.87368641,,,,,,,,,,,,27.99,,,,,,,,,,,,19.69,,,,,,,,,,,,153.63,,,,,,,,,,,
2/11/10,120.09,18.1922,25.5134,53.5746,26.0538,-28.4098,0,57.1429,11916317060,24053087311,8.2713,8.2332,28.38140019,42.9251,30.3334,57.6303,18.9102,43.4677,0,21.4286,91353269325,63937831476,9.298,9.2421,28.12,86.9444,86.3913,75.4367,44.6718,132.7471,0,100,-744836196,-7131200985,19.9344,20.099,20.06,62.601,70.854,71.1877,46.9215,98.886,28.5714,100,393847358,-5224850778,13.4142,13.4664,154.05,73.2545,75.3333,68.5782,37.9239,99.405,7.1429,78.5714,-333642800,645084719.9,125.9387,125.7452
2/12/10,119.66,48.0718,64.7963,62.2773,31.5931,43.2645,21.4286,78.5714,12329197060,24177574196,8.6013,8.6852,28.62568566,70.3753,70.9124,62.7893,19.6928,102.6033,28.5714,100,91230559202,64651989305,9.4263,9.4697,27.93,76.1938,58.4313,60.8494,31.028,205.2581,78.5714,100,-1066951796,-7182059771,19.7203,19.8221,20.43,71.0274,65.3852,66.1271,32.2206,159.4351,0,7.1429,523624958,-5046816839,14.2937,14.3329,153.93,48.1479,29.6416,42.6325,26.7142,23.9283,85.7143,14.2857,-332990200,649582986.5,126.9218,126.5897
15/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/2/10,117.53,64.6705,65.8093,46.1105,18.9743,45.7899,28.5714,21.4286,10291027060,19825385122,5.9113,5.9718,29.0571138,89.4539,77.5744,54.3539,18.0616,194.8674,21.4286,0,81254572036,51687384567,5.9358,5.9897,28.35,69.1516,56.6385,39.5301,35.2312,96.0959,57.1429,21.4286,-225210696,-7268263946,21.2748,21.4028,20.72,87.0984,83.5621,63.2304,28.6174,190.6569,50,100,229650768,-5808236765,12.9983,13.1243,157.4,83.6078,72.3216,47.8875,35.078,98.6828,21.4286,42.8571,-213292700,774956626.3,120.6213,120.8645
17/2/10,116.31,40.8512,58.2026,39.5712,18.3201,-126.1343,21.4286,14.2857,10112131060,19818591603,5.9027,5.9504,28.93568535,87.7752,84.421,58.2275,17.4066,134.5147,14.2857,0,80818174800,51678530130,5.9609,6.0231,28.59,78.7242,66.4919,48.7904,32.2344,153.4141,50,14.2857,-179327796,-7241367074,21.2968,21.4564,20.66,86.2592,85.479,66.334,28.1917,126.0388,42.8571,100,182354068,-5818269398,13.0865,13.2419,157.26,85.8978,81.0829,53.33,32.7504,105.1706,14.2857,35.7143,-223362700,777156794.3,120.9621,121.3977
18/2/10,118.08,35.5826,47.0348,37.1467,16.7595,-47.3057,14.2857,7.1429,10308133060,19968912920,5.8963,5.9216,28.9896853,88.7783,88.6691,52.586,16.8171,100.2697,7.1429,0,81241000422,51827444474,5.9804,6.0363,28.969,96.3094,81.3951,50.0649,30.9683,178.8358,42.8571,7.1429,-136471296,-7208565368,21.3317,21.5086,20.84,91.6897,88.3491,61.0827,27.8085,101.2738,35.7143,92.8571,224967668,-5778450132,13.1433,13.3117,155.73,82.5707,84.0254,48.3623,31.1273,79.3651,7.1429,28.5714,-234353800,777092518.9,120.7811,121.4935
19/2/10,117.52,40.0944,38.8427,43.5814,15.2106,8.9971,7.1429,0,10165821060,19897416460,5.8927,5.9168,28.80997119,79.7935,85.449,53.0402,16.2865,70.0331,0,85.7143,80825530407,51634618677,5.9959,6.0484,28.77,91.5378,88.8572,54.2794,29.8289,117.5713,35.7143,0,-180923096,-7222094177,21.3727,21.579,20.82,90.5436,89.4975,62.2889,27.9996,85.6152,28.5714,100,184207668,-5769043978,13.2192,13.3784,156.18,74.4681,80.9789,46.1633,29.369,65.9485,0,21.4286,-225660800,780105630.4,120.7216,121.4152
22/2/10,118.01,53.6972,43.1247,42.3262,14.1442,-19.1549,0,0,10301967060,19939870590,5.9001,5.908,28.63082851,60.1655,76.2458,54.0606,14.7801,31.393,28.5714,78.5714,80434966417,51533378827,6.0253,6.061,28.73,83.3092,90.3855,55.3267,28.5732,89.2056,28.5714,85.7143,-217630196,-7238549083,21.4463,21.6435,20.87,87.6959,89.9764,65.6863,28.1715,76.9141,21.4286,92.8571,222938268,-5752802114,13.3413,13.4606,156.71,65.5319,74.1902,52.0834,27.0724,84.3818,28.5714,14.2857,-218285300,777900584,121.2219,121.7344
23/2/10,117.24,52.7749,48.8555,44.4336,12.9615,-20.0866,21.4286,28.5714,10160603060,19873831933,5.8933,5.9067,28.15125756,36.5551,58.838,48.3675,15.2714,-44.9753,21.4286,71.4286,79859871042,51234370165,6.0383,6.0583,28.33,59.7768,78.2079,51.1599,26.6913,20.0414,21.4286,78.5714,-269896396,-7256912883,21.507,21.6741,20.388,59.6754,79.305,62.6853,25.63,26.4177,14.2857,85.7143,160692968,-5796562446,13.4311,13.5147,156.7,56.7086,65.5695,51.1768,25.2035,94.1799,21.4286,100,-233981300,767971951.5,121.4209,121.9399
24/2/10,119.72,69.7277,58.7333,44.2932,11.8888,88.6873,14.2857,21.4286,10308401060,20012706280,5.8921,5.9051,28.66511419,33.3653,43.362,44.4347,15.6354,-3.0092,14.2857,64.2857,80320437902,51494334570,6.0438,6.0465,28.63,51.0919,64.726,47.2093,24.9977,43.9591,14.2857,71.4286,-226730496,-7247437442,21.5586,21.6771,20.7,50.6595,66.0103,54.6194,23.3426,39.2287,7.1429,78.5714,211763068,-5781735643,13.4892,13.5205,158.33,55.2564,59.1656,52.4272,23.5214,108.1421,14.2857,92.8571,-225619800,769869098.5,121.7844,122.1836
25/2/10,118.2,70.8383,64.447,45.1032,11.5458,-46.2,7.1429,14.2857,10117733060,20181933701,5.893,5.9057,28.857114,53.3764,41.099,42.587,14.9455,-0.6312,7.1429,57.1429,80985564567,51967833452,6.0483,6.0321,28.6,48.6741,53.1809,41.6286,24.8688,-1.5464,7.1429,64.2857,-275465796,-7206437904,21.5865,21.6449,20.63,43.1242,51.153,51.1889,22.4424,-22.2318,0,71.4286,162973668,-5739599343,13.5407,13.5072,156.44,45.2734,52.4128,49.4785,22.1018,-24.7482,7.1429,85.7143,-236139700,776915446.7,122.0555,122.2249
26/2/10,118.4,74.1481,71.5713,44.1188,10.5084,42.9353,0,7.1429,10232165060,20199357504,5.8963,5.9036,29.23139934,79.5431,55.4283,54.8562,14.0338,115.8105,0,100,81493025874,52299204085,6.071,6.0478,28.67,63.7142,54.4934,51.3429,23.6749,48.4455,0,57.1429,-235095196,-7208812645,21.651,21.6711,20.53,52.2842,48.6893,55.9071,21.4831,-44.3173,0,64.2857,115178368,-5749158403,13.6047,13.524,156.35,45.8638,48.7979,50.5362,20.1649,14.9228,0,78.5714,-228327000,778947651.9,122.2287,122.3127
3/1/10,124.54,,,,,,,,,,,,29.85568443,,,,,,,,,,,,29.02,,,,,,,,,,,,20.87,,,,,,,,,,,,156.54,,,,,,,,,,,
3/2/10,125.53,27.0477,38.8921,32.732,27.3501,-80.7622,85.7143,78.5714,10637473060,19919534048,6.1492,6.1466,29.83568445,35.1921,22.1878,35.3705,22.6253,-45.5547,78.5714,28.5714,79628109211,51057965308,6.118,6.0778,28.46,37.1681,31.4246,28.077,36.0836,-73.3702,78.5714,14.2857,-222916796,-7274305735,22.1939,22.1117,20.6975,44.5719,31.5382,42.9798,32.1509,-54.2484,78.5714,7.1429,-50300932,-5829836279,13.2202,13.176,158.75,77.6998,56.7598,46.3689,36.1481,76.6486,78.5714,35.7143,-239839500,759615034.7,122.217,122.777
3/3/10,125.89,90.0387,82.2415,67.0063,18.2282,137.4508,35.7143,92.8571,10868853060,20373954729,5.962,6.0265,29.90425581,90.4458,91.3431,64.586,18.3465,114.072,7.1429,92.8571,81848626230,52715100396,6.1326,6.1622,28.46,55.2791,66.5261,47.1446,20.3572,-85.7238,14.2857,92.8571,-284413696,-7231983041,21.8044,21.7649,20.52,59.4696,61.0918,56.9037,17.6945,-53.3112,0,92.8571,57072768,-5781280624,13.6701,13.622,157.72,63.7234,52.4444,58.8484,18.1841,94.3065,14.2857,57.1429,-219823800,772658014.6,122.8648,123.0198
3/4/10,128.53,,,,,,,,,,,,30.10139847,,,,,,,,,,,,28.63,,,,,,,,,,,,20.53,,,,,,,,,,,,163.61,,,,,,,,,,,
3/5/10,128.91,14.782,13.8141,41.2438,25.7639,-123.351,100,50,11845459060,20883599555,7.1571,7.0796,31.27854015,58.5187,51.2501,63.2479,50.0887,40.5216,0,64.2857,90145759721,58751941539,7.9578,7.9164,28.5875,26.2553,26.8427,51.1479,23.5085,-82.6018,0,57.1429,238563704,-7149517768,23.5954,23.4729,20.79,30.6891,28.0915,42.9053,32.8968,-82.8575,0,14.2857,707068568,-5278819733,15.6314,15.4876,167.18,46.0675,52.4525,33.9824,42.2072,-111.5994,92.8571,21.4286,-270225700,721172688.4,123.2224,123.6132
3/8/10,130.11,88.953,83.989,54.0537,34.8686,164.8659,50,0,9974963060,22157144320,5.8581,5.8939,31.29711156,49.0833,38.4277,53.7034,15.7396,62.9173,21.4286,71.4286,83178697558,59941036510,7.868,7.8305,28.63,70.7547,66.2999,62.7295,17.0124,78.9625,28.5714,78.5714,-901094096,-7384668687,19.7941,19.7435,20.77,25.6627,21.1637,47.8483,28.3531,-96.4774,85.7143,0,60636568,-5187754174,14.2033,14.0834,169.84,81.5236,78.6823,63.6728,32.5967,106.7586,0,100,-368185200,635161181.5,117.5744,117.2916
3/9/10,128.82,98.2568,79.7924,69.7388,18.6519,182.9237,64.2857,100,11099855060,22898315012,6.3701,6.4334,31.85996814,97.6129,88.3021,58.5658,27.7824,168.9839,64.2857,100,84008730387,60407748689,7.4256,7.4992,28.8,80.3596,56.7424,49.3075,29.3285,110.7796,78.5714,7.1429,-1062867796,-7402186131,18.4037,18.4541,20.94,70.4056,46.9081,42.8828,45.0955,43.8567,78.5714,7.1429,-63722142,-5421252257,12.2854,12.3548,168.85,69.8531,43.7483,44.2576,39.8656,88.0776,78.5714,14.2857,-369438700,632169028.7,111.7179,111.8238
3/10/10,130.51,,,,,,,,,,,,32.11996788,,,,,,,,,,,,28.97,,,,,,,,,,,,21.19,,,,,,,,,,,,171.94,,,,,,,,,,,
3/11/10,133.58,48.9175,29.4863,56.7105,25.7016,-3.5559,0,50,12038559060,24169913526,8.3044,8.2399,32.2142535,75.6946,48.2334,62.8643,19.0173,115.7351,21.4286,14.2857,91861618233,64427482493,9.3051,9.2733,29.18,85.5113,85.8102,77.7106,47.4036,94.6177,21.4286,100,-855091496,-7212332243,20.0934,20.2609,21.25,80.2848,72.1193,66.1884,48.1917,104.6787,21.4286,92.8571,446891958,-5185951404,13.4944,13.5144,173.51,74.3639,74.3989,70.9107,37.1738,66.7937,0,71.4286,-338105600,647666646.3,126.4888,126.2971
3/12/10,131.82,34.6127,49.5184,59.0722,31.3666,26.2856,14.2857,71.4286,12231047060,24215581217,8.675,8.7015,32.3713962,83.5782,75.1585,61.4389,20.4314,89.7263,21.4286,92.8571,90888466060,64635699155,9.462,9.4905,29.27,92.6076,76.2543,68.7152,31.623,169.4956,71.4286,100,-1014329796,-7144472628,19.8053,19.9849,21.27,84.8941,73.252,68.8926,33.3764,133.9494,50,0,479717558,-5052305264,14.3329,14.3818,174.96,77.0743,51.2837,51.6924,24.5032,59.1438,78.5714,7.1429,-337648200,653099025.2,126.6046,126.7716
15/3/10,131.13,71.1466,80.0395,67.8957,37.9068,50.6216,14.2857,92.8571,11152865060,20768242307,6.4442,6.4312,31.97711088,82.9946,90.9219,74.6773,41.212,53.4107,0,92.8571,85389179368,54802871869,6.5965,6.6147,29.29,91.786,87.7803,60.5902,17.1131,111.5349,14.2857,92.8571,-58385496,-7128778655,21.9063,21.9533,21.17,84.3282,86.9221,61.6488,20.7008,78.7151,14.2857,92.8571,330549968,-5650090100,13.8014,13.823,173.53,83.3554,89.4584,78.0561,39.9739,71.6288,14.2857,92.8571,-177495700,808710429.2,130.93,131.915
16/3/10,131.79,57.3059,70.6988,65.9861,37.7875,71.0976,7.1429,85.7143,11235515060,20804719123,6.4754,6.455,32.06425365,68.3778,82.0928,71.1675,40.3644,52.7355,7.1429,85.7143,85836087814,55057989646,6.6396,6.6444,29.37,86.4218,89.3509,64.9697,18.1572,111.0978,7.1429,100,-21661996,-7122447017,21.9322,22.03,22.01,85.0305,86.6134,63.1346,23.6888,165.4212,7.1429,100,453610868,-5535819264,13.8173,13.858,176.19,82.5734,86.5261,78.5245,40.2774,95.8652,7.1429,100,-165808000,818518289.3,132.2767,132.821
17/3/10,131.34,52.4143,60.2889,68.4906,37.8894,66.3971,0,78.5714,11148339060,20731737315,6.5104,6.4851,32.01711084,56.1184,69.1636,72.0435,40.0757,54.3805,0,78.5714,85385130564,54848110171,6.6879,6.6725,29.63,82.7453,86.9844,66.3546,20.7225,140.9529,0,100,28723704,-7123519053,22.0075,22.1037,22.2425,87.0906,85.4831,75.5929,27.1052,191.0398,0,100,531416768,-5496032156,13.9031,13.9862,176.64,82.2424,82.7237,81.4533,40.9983,107.7083,0,100,-155669400,817772158.6,133.6761,133.9235
18/3/10,132.76,60.2226,56.6476,62.4233,37.0614,65.2478,0,71.4286,11248765060,20824662618,6.5357,6.4971,32.09282505,55.5704,60.0222,69.439,39.3489,32.6911,0,71.4286,85727240506,55090020548,6.7327,6.6912,29.61,76.2822,81.8164,68.5558,23.0314,111.9027,14.2857,92.8571,-15121496,-7123519053,22.0962,22.1817,22.2,92.6341,88.2517,76.9486,30.18,134.9577,28.5714,100,476958268,-5489625274,14.0081,14.1067,177.45,91.5623,85.4594,78.3559,41.6471,102.9983,0,92.8571,-148785900,822679534.2,135.0857,134.7313
