Date,AAPL.O
17/7/14,93.0899
18/7/14,94.43
21/7/14,93.939
22/7/14,94.72
23/7/14,97.19
24/7/14,97.03
25/7/14,97.671
28/7/14,99.02
29/7/14,98.38
30/7/14,98.15
31/7/14,95.6
1/8/14,96.13
4/8/14,95.59
5/8/14,95.12
6/8/14,94.96
7/8/14,94.48
8/8/14,94.74
11/8/14,95.99
12/8/14,95.97
13/8/14,97.24
14/8/14,97.5
15/8/14,97.98
18/8/14,99.16
19/8/14,100.53
20/8/14,100.57
21/8/14,100.58
22/8/14,101.32
25/8/14,101.54
26/8/14,100.889
27/8/14,102.13
28/8/14,102.25
29/8/14,102.5
1/9/14,
2/9/14,103.3
3/9/14,98.94
4/9/14,98.12
5/9/14,98.97
8/9/14,98.36
9/9/14,97.99
10/9/14,101
11/9/14,101.43
12/9/14,101.66
15/9/14,101.63
16/9/14,100.86
17/9/14,101.58
18/9/14,101.79
19/9/14,100.96
22/9/14,101.06
23/9/14,102.64
24/9/14,101.75
25/9/14,97.87
26/9/14,100.75
29/9/14,100.11
30/9/14,100.75
1/10/14,99.18
2/10/14,99.9
3/10/14,99.62
6/10/14,99.62
7/10/14,98.75
8/10/14,100.8
9/10/14,101.02
10/10/14,100.73
13/10/14,99.81
14/10/14,98.75
15/10/14,97.54
16/10/14,96.26
17/10/14,97.67
20/10/14,99.76
21/10/14,102.47
22/10/14,102.99
23/10/14,104.83
24/10/14,105.22
27/10/14,105.11
28/10/14,106.74
29/10/14,107.34
30/10/14,106.98
31/10/14,108
3/11/14,109.4
4/11/14,108.6
5/11/14,108.86
6/11/14,108.7
7/11/14,109.01
10/11/14,108.83
11/11/14,109.7
12/11/14,111.25
13/11/14,112.82
14/11/14,114.18
17/11/14,113.99
18/11/14,115.47
19/11/14,114.67
20/11/14,116.31
21/11/14,116.47
24/11/14,118.625
25/11/14,117.6
26/11/14,119
27/11/14,
28/11/14,118.93
1/12/14,115.07
2/12/14,114.63
3/12/14,115.93
4/12/14,115.49
5/12/14,115
8/12/14,112.4
9/12/14,114.12
10/12/14,111.95
11/12/14,111.62
12/12/14,109.73
15/12/14,108.225
16/12/14,106.745
17/12/14,109.41
18/12/14,112.65
19/12/14,111.78
22/12/14,112.94
23/12/14,112.54
24/12/14,112.01
25/12/14,
26/12/14,113.99
29/12/14,113.91
30/12/14,112.52
31/12/14,110.38
1/1/15,
2/1/15,109.33
5/1/15,106.25
6/1/15,106.26
7/1/15,107.75
8/1/15,111.89
9/1/15,112.01
12/1/15,109.25
13/1/15,110.22
14/1/15,109.8
15/1/15,106.82
16/1/15,105.99
19/1/15,
20/1/15,108.72
21/1/15,109.55
22/1/15,112.4
23/1/15,112.98
26/1/15,113.1
27/1/15,109.14
28/1/15,115.31
29/1/15,118.9
30/1/15,117.16
2/2/15,118.63
3/2/15,118.65
4/2/15,119.56
5/2/15,119.94
6/2/15,118.93
9/2/15,119.72
10/2/15,122.02
11/2/15,124.88
12/2/15,126.46
13/2/15,127.08
16/2/15,
17/2/15,127.83
18/2/15,128.715
19/2/15,128.45
20/2/15,129.495
23/2/15,133
24/2/15,132.17
25/2/15,128.79
26/2/15,130.415
27/2/15,128.46
2/3/15,129.09
3/3/15,129.36
4/3/15,128.54
5/3/15,126.41
6/3/15,126.6
9/3/15,127.14
10/3/15,124.51
11/3/15,122.24
12/3/15,124.45
13/3/15,123.59
16/3/15,124.95
17/3/15,127.04
18/3/15,128.47
19/3/15,127.495
20/3/15,125.9
23/3/15,127.21
24/3/15,126.69
25/3/15,123.38
26/3/15,124.24
27/3/15,123.25
30/3/15,126.37
31/3/15,124.43
1/4/15,124.25
2/4/15,125.32
3/4/15,
6/4/15,127.35
7/4/15,126.01
8/4/15,125.6
9/4/15,126.56
10/4/15,127.1
13/4/15,126.85
14/4/15,126.3
15/4/15,126.78
16/4/15,126.17
17/4/15,124.75
20/4/15,127.6
21/4/15,126.91
22/4/15,128.62
23/4/15,129.67
24/4/15,130.28
27/4/15,132.65
28/4/15,130.56
29/4/15,128.64
30/4/15,125.15
1/5/15,128.95
4/5/15,128.7
5/5/15,125.8
6/5/15,125.01
7/5/15,125.26
8/5/15,127.62
11/5/15,126.32
12/5/15,125.865
13/5/15,126.01
14/5/15,128.95
15/5/15,128.77
18/5/15,130.19
19/5/15,130.07
20/5/15,130.06
21/5/15,131.39
22/5/15,132.54
25/5/15,
26/5/15,129.62
27/5/15,132.045
28/5/15,131.78
29/5/15,130.28
1/6/15,130.535
2/6/15,129.96
3/6/15,130.12
4/6/15,129.36
5/6/15,128.65
8/6/15,127.8
9/6/15,127.42
10/6/15,128.88
11/6/15,128.59
12/6/15,127.17
15/6/15,126.92
16/6/15,127.6
17/6/15,127.3
18/6/15,127.88
19/6/15,126.6
22/6/15,127.61
23/6/15,127.03
24/6/15,128.11
25/6/15,127.5
26/6/15,126.75
29/6/15,124.53
30/6/15,125.425
1/7/15,126.6
2/7/15,126.44
3/7/15,
6/7/15,126
7/7/15,125.69
8/7/15,122.57
9/7/15,120.07
10/7/15,123.28
13/7/15,125.66
14/7/15,125.61
15/7/15,126.82
16/7/15,128.51
17/7/15,129.62
20/7/15,132.07
21/7/15,130.75
22/7/15,125.22
23/7/15,125.16
24/7/15,124.5
27/7/15,122.77
28/7/15,123.38
29/7/15,122.99
30/7/15,122.37
31/7/15,121.3
3/8/15,118.44
4/8/15,114.64
5/8/15,115.4
6/8/15,115.13
7/8/15,115.52
10/8/15,119.72
11/8/15,113.49
12/8/15,115.24
13/8/15,115.15
14/8/15,115.96
17/8/15,117.16
18/8/15,116.5
19/8/15,115.01
20/8/15,112.65
21/8/15,105.76
24/8/15,103.12
25/8/15,103.74
26/8/15,109.69
27/8/15,112.92
28/8/15,113.29
31/8/15,112.76
1/9/15,107.72
2/9/15,112.34
3/9/15,110.37
4/9/15,109.27
7/9/15,
8/9/15,112.31
9/9/15,110.15
10/9/15,112.57
11/9/15,114.21
14/9/15,115.31
15/9/15,116.28
16/9/15,116.41
17/9/15,113.92
18/9/15,113.45
21/9/15,115.21
22/9/15,113.4
23/9/15,114.32
24/9/15,115
25/9/15,114.71
28/9/15,112.44
29/9/15,109.06
30/9/15,110.3
1/10/15,109.58
2/10/15,110.38
5/10/15,110.78
6/10/15,111.31
7/10/15,110.78
8/10/15,109.5
9/10/15,112.12
12/10/15,111.6
13/10/15,111.79
14/10/15,110.21
15/10/15,111.86
16/10/15,111.04
19/10/15,111.73
20/10/15,113.77
21/10/15,113.76
22/10/15,115.5
23/10/15,119.08
26/10/15,115.28
27/10/15,114.55
28/10/15,119.27
29/10/15,120.53
30/10/15,119.5
2/11/15,121.18
3/11/15,122.57
4/11/15,122
5/11/15,120.92
6/11/15,121.06
9/11/15,120.57
10/11/15,116.77
11/11/15,116.11
12/11/15,115.72
13/11/15,112.34
16/11/15,114.175
17/11/15,113.69
18/11/15,117.29
19/11/15,118.78
20/11/15,119.3
23/11/15,117.75
24/11/15,118.88
25/11/15,118.03
26/11/15,
27/11/15,117.81
30/11/15,118.3
1/12/15,117.34
2/12/15,116.28
3/12/15,115.2
4/12/15,119.03
7/12/15,118.28
8/12/15,118.23
9/12/15,115.62
10/12/15,116.17
11/12/15,113.18
14/12/15,112.48
15/12/15,110.49
16/12/15,111.34
17/12/15,108.98
18/12/15,106.03
21/12/15,107.33
22/12/15,107.23
23/12/15,108.61
24/12/15,108.03
25/12/15,
28/12/15,106.82
29/12/15,108.74
30/12/15,107.32
31/12/15,105.26
1/1/16,
4/1/16,105.35
5/1/16,102.71
6/1/16,100.7
7/1/16,96.45
8/1/16,96.96
11/1/16,98.53
12/1/16,99.96
13/1/16,97.39
14/1/16,99.52
15/1/16,97.13
18/1/16,
19/1/16,96.66
20/1/16,96.79
21/1/16,96.3
22/1/16,101.42
25/1/16,99.44
26/1/16,99.99
27/1/16,93.42
28/1/16,94.09
29/1/16,97.34
1/2/16,96.43
2/2/16,94.48
3/2/16,96.35
4/2/16,96.6
5/2/16,94.02
8/2/16,95.01
9/2/16,94.99
10/2/16,94.27
11/2/16,93.7
12/2/16,93.99
15/2/16,
16/2/16,96.64
17/2/16,98.12
18/2/16,96.26
19/2/16,96.04
22/2/16,96.88
23/2/16,94.69
24/2/16,96.1
25/2/16,96.76
26/2/16,96.91
29/2/16,96.69
1/3/16,100.53
2/3/16,100.75
3/3/16,101.5
4/3/16,103.01
7/3/16,101.87
8/3/16,101.03
9/3/16,101.12
10/3/16,101.17
11/3/16,102.26
14/3/16,102.52
15/3/16,104.58
16/3/16,105.97
17/3/16,105.8
18/3/16,105.92
21/3/16,105.91
22/3/16,106.72
23/3/16,106.13
24/3/16,105.67
25/3/16,
28/3/16,105.19
29/3/16,107.68
30/3/16,109.56
31/3/16,108.99
1/4/16,109.99
4/4/16,111.12
5/4/16,109.81
6/4/16,110.96
7/4/16,108.54
8/4/16,108.66
11/4/16,109.02
12/4/16,110.44
13/4/16,112.04
14/4/16,112.1
15/4/16,109.85
18/4/16,107.48
19/4/16,106.91
20/4/16,107.13
21/4/16,105.97
22/4/16,105.68
25/4/16,105.08
26/4/16,104.35
27/4/16,97.82
28/4/16,94.83
29/4/16,93.74
2/5/16,93.64
3/5/16,95.18
4/5/16,94.19
5/5/16,93.24
6/5/16,92.72
9/5/16,92.79
10/5/16,93.42
11/5/16,92.51
12/5/16,90.34
13/5/16,90.52
16/5/16,93.88
17/5/16,93.49
18/5/16,94.56
19/5/16,94.2
20/5/16,95.22
23/5/16,96.43
24/5/16,97.9
25/5/16,99.62
26/5/16,100.41
27/5/16,100.35
30/5/16,
31/5/16,99.86
1/6/16,98.46
2/6/16,97.72
3/6/16,97.92
6/6/16,98.63
7/6/16,99.03
8/6/16,98.94
9/6/16,99.65
10/6/16,98.83
13/6/16,97.34
14/6/16,97.46
15/6/16,97.14
16/6/16,97.55
17/6/16,95.33
20/6/16,95.1
21/6/16,95.91
22/6/16,95.55
23/6/16,96.1
24/6/16,93.4
27/6/16,92.04
28/6/16,93.59
29/6/16,94.4
30/6/16,95.6
1/7/16,95.89
4/7/16,
5/7/16,94.99
6/7/16,95.53
7/7/16,95.94
8/7/16,96.68
11/7/16,96.98
12/7/16,97.42
13/7/16,96.87
14/7/16,98.79
15/7/16,98.78
18/7/16,99.83
19/7/16,99.87
20/7/16,99.96
21/7/16,99.43
22/7/16,98.66
25/7/16,97.34
26/7/16,96.67
27/7/16,102.95
28/7/16,104.34
29/7/16,104.21
1/8/16,106.05
2/8/16,104.48
3/8/16,105.79
4/8/16,105.87
5/8/16,107.48
8/8/16,108.37
9/8/16,108.81
10/8/16,108
11/8/16,107.93
12/8/16,108.18
15/8/16,109.48
16/8/16,109.38
17/8/16,109.22
18/8/16,109.08
19/8/16,109.36
22/8/16,108.51
23/8/16,108.85
24/8/16,108.03
25/8/16,107.57
26/8/16,106.94
29/8/16,106.82
30/8/16,106
31/8/16,106.1
1/9/16,106.73
2/9/16,107.73
5/9/16,
6/9/16,107.7
7/9/16,108.36
8/9/16,105.52
9/9/16,103.13
12/9/16,105.44
13/9/16,107.95
14/9/16,111.77
15/9/16,115.57
16/9/16,114.92
19/9/16,113.58
20/9/16,113.57
21/9/16,113.55
22/9/16,114.62
23/9/16,112.71
26/9/16,112.88
27/9/16,113.09
28/9/16,113.95
29/9/16,112.18
30/9/16,113.05
3/10/16,112.52
4/10/16,113
5/10/16,113.05
6/10/16,113.89
7/10/16,114.06
10/10/16,116.05
11/10/16,116.3
12/10/16,117.34
13/10/16,116.98
14/10/16,117.63
17/10/16,117.55
18/10/16,117.47
19/10/16,117.12
20/10/16,117.06
21/10/16,116.6
24/10/16,117.65
25/10/16,118.25
26/10/16,115.59
27/10/16,114.48
28/10/16,113.72
31/10/16,113.54
1/11/16,111.49
2/11/16,111.59
3/11/16,109.83
4/11/16,108.84
7/11/16,110.41
8/11/16,111.06
9/11/16,110.88
10/11/16,107.79
11/11/16,108.43
14/11/16,105.71
15/11/16,107.11
16/11/16,109.99
17/11/16,109.95
18/11/16,110.06
21/11/16,111.73
22/11/16,111.8
23/11/16,111.23
24/11/16,
25/11/16,111.79
28/11/16,111.57
29/11/16,111.46
30/11/16,110.52
1/12/16,109.49
2/12/16,109.9
5/12/16,109.11
6/12/16,109.95
7/12/16,111.03
8/12/16,112.12
9/12/16,113.95
12/12/16,113.3
13/12/16,115.19
14/12/16,115.19
15/12/16,115.82
16/12/16,115.97
19/12/16,116.64
20/12/16,116.95
21/12/16,117.06
22/12/16,116.29
23/12/16,116.52
26/12/16,
27/12/16,117.26
28/12/16,116.76
29/12/16,116.73
30/12/16,115.82
2/1/17,
3/1/17,116.15
4/1/17,116.02
5/1/17,116.61
6/1/17,117.91
9/1/17,118.99
10/1/17,119.11
11/1/17,119.75
12/1/17,119.25
13/1/17,119.04
16/1/17,
17/1/17,120
18/1/17,119.99
19/1/17,119.78
20/1/17,120
23/1/17,120.08
24/1/17,119.97
25/1/17,121.88
26/1/17,121.94
27/1/17,121.95
30/1/17,121.63
31/1/17,121.35
1/2/17,128.75
2/2/17,128.53
3/2/17,129.08
6/2/17,130.29
7/2/17,131.53
8/2/17,132.04
9/2/17,132.42
10/2/17,132.12
13/2/17,133.29
14/2/17,135.02
15/2/17,135.51
16/2/17,135.345
17/2/17,135.72
20/2/17,
21/2/17,136.7
22/2/17,137.11
23/2/17,136.53
24/2/17,136.66
27/2/17,136.93
28/2/17,136.99
1/3/17,139.79
2/3/17,138.96
3/3/17,139.78
6/3/17,139.34
7/3/17,139.52
8/3/17,139
9/3/17,138.68
10/3/17,139.14
13/3/17,139.2
14/3/17,138.99
15/3/17,140.46
16/3/17,140.69
17/3/17,139.99
20/3/17,141.46
21/3/17,139.84
22/3/17,141.42
23/3/17,140.92
24/3/17,140.64
27/3/17,140.88
28/3/17,143.8
29/3/17,144.12
30/3/17,143.93
31/3/17,143.66
3/4/17,143.7
4/4/17,144.77
5/4/17,144.02
6/4/17,143.66
7/4/17,143.34
10/4/17,143.17
11/4/17,141.63
12/4/17,141.8
13/4/17,141.05
14/4/17,
17/4/17,141.83
18/4/17,141.2
19/4/17,140.68
20/4/17,142.44
21/4/17,142.27
24/4/17,143.64
25/4/17,144.53
26/4/17,143.68
27/4/17,143.79
28/4/17,143.65
1/5/17,146.58
2/5/17,147.51
3/5/17,147.06
4/5/17,146.53
5/5/17,148.96
8/5/17,153.01
9/5/17,153.99
10/5/17,153.26
11/5/17,153.95
12/5/17,156.1
15/5/17,155.7
16/5/17,155.47
17/5/17,150.25
18/5/17,152.54
19/5/17,153.06
22/5/17,153.99
23/5/17,153.8
24/5/17,153.34
25/5/17,153.87
26/5/17,153.61
29/5/17,
30/5/17,153.67
31/5/17,152.76
1/6/17,153.18
2/6/17,155.45
5/6/17,153.93
6/6/17,154.45
7/6/17,155.37
8/6/17,154.99
9/6/17,148.98
12/6/17,145.42
13/6/17,146.59
14/6/17,145.16
15/6/17,144.29
16/6/17,142.27
19/6/17,146.34
20/6/17,145.01
21/6/17,145.87
22/6/17,145.63
23/6/17,146.28
26/6/17,145.82
27/6/17,143.73
28/6/17,145.83
29/6/17,143.68
30/6/17,144.02
3/7/17,143.5
4/7/17,
5/7/17,144.09
6/7/17,142.73
7/7/17,144.18
10/7/17,145.06
11/7/17,145.53
12/7/17,145.74
13/7/17,147.77
14/7/17,149.04
17/7/17,149.56
18/7/17,150.08
19/7/17,151.02
20/7/17,150.34
21/7/17,150.27
24/7/17,152.09
25/7/17,152.74
26/7/17,153.46
27/7/17,150.56
28/7/17,149.5
31/7/17,148.73
1/8/17,150.05
2/8/17,157.14
3/8/17,155.57
4/8/17,156.39
7/8/17,158.81
8/8/17,160.08
9/8/17,161.06
10/8/17,155.32
11/8/17,157.48
14/8/17,159.85
15/8/17,161.6
16/8/17,160.95
17/8/17,157.86
18/8/17,157.5
21/8/17,157.21
22/8/17,159.78
23/8/17,159.98
24/8/17,159.27
25/8/17,159.86
28/8/17,161.47
29/8/17,162.91
30/8/17,163.35
31/8/17,164
1/9/17,164.05
4/9/17,
5/9/17,162.08
6/9/17,161.91
7/9/17,161.26
8/9/17,158.63
11/9/17,161.5
12/9/17,160.86
13/9/17,159.65
14/9/17,158.28
15/9/17,159.88
18/9/17,158.67
19/9/17,158.73
20/9/17,156.07
21/9/17,153.39
22/9/17,151.89
25/9/17,150.55
26/9/17,153.14
27/9/17,154.23
28/9/17,153.28
29/9/17,154.12
2/10/17,153.81
3/10/17,154.48
4/10/17,153.48
5/10/17,155.39
6/10/17,155.3
9/10/17,155.84
10/10/17,155.9
11/10/17,156.55
12/10/17,156
13/10/17,156.99
16/10/17,159.88
17/10/17,160.47
18/10/17,159.76
19/10/17,155.98
20/10/17,156.25
23/10/17,156.17
24/10/17,157.1
25/10/17,156.41
26/10/17,157.41
27/10/17,163.05
30/10/17,166.72
31/10/17,169.04
1/11/17,166.89
2/11/17,168.11
3/11/17,172.5
6/11/17,174.25
7/11/17,174.81
8/11/17,176.24
9/11/17,175.88
10/11/17,174.67
13/11/17,173.97
14/11/17,171.34
15/11/17,169.08
16/11/17,171.1
17/11/17,170.15
20/11/17,169.98
21/11/17,173.14
22/11/17,174.96
23/11/17,
24/11/17,174.97
27/11/17,174.09
28/11/17,173.07
29/11/17,169.48
30/11/17,171.85
1/12/17,171.05
4/12/17,169.8
5/12/17,169.64
6/12/17,169.01
7/12/17,169.32
8/12/17,169.37
11/12/17,172.67
12/12/17,171.7
13/12/17,172.27
14/12/17,172.22
15/12/17,173.97
18/12/17,176.42
19/12/17,174.54
20/12/17,174.35
21/12/17,175.01
22/12/17,175.01
25/12/17,
26/12/17,170.57
27/12/17,170.6
28/12/17,171.08
29/12/17,169.23
1/1/18,
2/1/18,172.26
3/1/18,172.23
4/1/18,173.03
5/1/18,175
8/1/18,174.35
9/1/18,174.33
10/1/18,174.29
11/1/18,175.28
12/1/18,177.09
15/1/18,
16/1/18,176.19
17/1/18,179.1
18/1/18,179.26
19/1/18,178.46
22/1/18,177
23/1/18,177.04
24/1/18,174.22
25/1/18,171.11
26/1/18,171.51
29/1/18,167.96
30/1/18,166.97
31/1/18,167.43
1/2/18,167.78
2/2/18,160.5
5/2/18,156.49
6/2/18,163.03
7/2/18,159.54
8/2/18,155.15
9/2/18,156.41
12/2/18,162.71
13/2/18,164.34
14/2/18,167.37
15/2/18,172.99
16/2/18,172.43
19/2/18,
20/2/18,171.85
21/2/18,171.07
22/2/18,172.5
23/2/18,175.5
26/2/18,178.97
27/2/18,178.39
28/2/18,178.12
1/3/18,175
2/3/18,176.21
5/3/18,176.82
6/3/18,176.67
7/3/18,175.03
8/3/18,176.94
9/3/18,179.98
12/3/18,181.72
13/3/18,179.97
14/3/18,178.44
15/3/18,178.65
16/3/18,178.02
19/3/18,175.3
20/3/18,175.24
21/3/18,171.27
22/3/18,168.85
23/3/18,164.94
26/3/18,172.77
27/3/18,168.34
28/3/18,166.48
29/3/18,167.78
30/3/18,
2/4/18,166.68
3/4/18,168.39
4/4/18,171.61
5/4/18,172.8
6/4/18,168.38
9/4/18,170.05
10/4/18,173.25
11/4/18,172.44
12/4/18,174.14
13/4/18,174.73
16/4/18,175.82
17/4/18,178.24
18/4/18,177.84
19/4/18,172.8
20/4/18,165.72
23/4/18,165.24
24/4/18,162.94
25/4/18,163.65
26/4/18,164.22
27/4/18,162.32
30/4/18,165.26
1/5/18,169.1
2/5/18,176.57
3/5/18,176.89
4/5/18,183.83
7/5/18,185.16
8/5/18,186.05
9/5/18,187.36
10/5/18,190.04
11/5/18,188.59
14/5/18,188.15
15/5/18,186.44
16/5/18,188.18
17/5/18,186.99
18/5/18,186.31
21/5/18,187.63
22/5/18,187.16
23/5/18,188.36
24/5/18,188.15
25/5/18,188.58
28/5/18,
29/5/18,187.9
30/5/18,187.5
31/5/18,186.87
1/6/18,190.24
4/6/18,191.83
5/6/18,193.31
6/6/18,193.98
7/6/18,193.46
8/6/18,191.7
11/6/18,191.23
12/6/18,192.28
13/6/18,190.7
14/6/18,190.8
15/6/18,188.84
18/6/18,188.74
19/6/18,185.69
20/6/18,186.5
21/6/18,185.46
22/6/18,184.92
25/6/18,182.17
26/6/18,184.43
27/6/18,184.16
28/6/18,185.5
29/6/18,185.11
