Date,AMZN.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2010-01-01,,,,,,,,,,,,
2010-04-01,133.9,56.8287,73.2678,66.1726,35.5107,8.987,57.1429,85.7143,11404313060.0,20702083994.6628,6.6543,6.6815
2010-05-01,134.69,,,,,,,,,,,
2010-06-01,132.25,75.6546,78.7052,45.0015,45.833,12.7304,57.1429,14.2857,10964719060.0,20684128051.3757,6.1918,6.2536
2010-07-01,130.0,22.3903,20.1191,21.6477,46.2261,-114.8337,85.7143,21.4286,10302619060.0,20430250557.2430,5.9468,5.8418
2010-08-01,133.52,,,,,,,,,,,
2010-11-01,130.308,21.3492,40.7736,55.0986,27.7141,-48.5113,0.0,64.2857,11831117060.0,24055729171.4693,8.2560,8.2434
2010-12-01,127.35,65.8706,79.3297,67.8835,31.8447,68.1857,28.5714,85.7143,12439949060.0,24124551283.4099,8.5062,8.6501
2010-01-13,129.11,24.9096,29.4097,36.252,19.4087,-112.6577,100.0,28.5714,12324989060.0,20139331418.0596,6.6593,6.6049
2010-01-14,127.35,24.1091,26.65,40.246,19.8007,-95.246,92.8571,21.4286,12129491060.0,20037161609.0144,6.6130,6.5780
2010-01-15,127.14,27.4212,25.48,40.3801,20.1535,-83.2577,85.7143,14.2857,11821961060.0,19748629601.2924,6.5734,6.5564
2010-01-18,,,,,,,,,,,,
2010-01-19,127.61,31.3692,27.6332,34.0535,21.8801,-101.0265,100.0,7.1429,11999813060.0,19888681993.6630,6.5232,6.5116
2010-01-20,125.78,32.6327,30.4744,37.4517,22.3021,-86.601,92.8571,0.0,11818319060.0,19768860712.1096,6.4917,6.4834
2010-01-21,126.62,38.6777,34.2265,37.9483,22.7268,-84.2322,85.7143,0.0,12017731060.0,19774558197.8239,6.4550,6.4615
2010-01-22,121.43,23.1182,31.4762,34.1062,25.0418,-187.5121,100.0,0.0,11786353060.0,19588049448.1856,6.4229,6.4285
2010-01-25,120.31,21.7177,27.8379,27.5676,27.9589,-217.9487,100.0,0.0,11545875060.0,19600767034.7241,6.3806,6.3697
2010-01-26,119.48,13.1921,19.3427,25.2052,29.915,-132.9229,92.8571,0.0,11354695060.0,19450467065.3442,6.3203,6.3076
2010-01-27,122.75,26.0671,20.3256,27.3173,31.328,-78.364,85.7143,0.0,11650001060.0,19670153868.8762,6.2805,6.2610
2010-01-28,126.03,47.0877,28.7823,40.763,29.3678,16.5686,78.5714,7.1429,12195863060.0,19925716532.5125,6.2631,6.2538
2010-01-29,125.41,60.6948,44.6165,55.2194,27.8337,66.2337,71.4286,0.0,11606437060.0,19530474898.0685,6.2663,6.2965
2010-01-02,118.87,,,,,,,,,,,
2010-02-02,118.12,34.9847,50.1079,34.8977,27.7319,-123.3384,92.8571,85.7143,10389355060.0,19754393215.2636,6.1992,6.2111
2010-03-02,119.1,82.4563,76.9446,66.2029,15.808,226.082,42.8571,100.0,10740045060.0,20352914378.7683,5.9204,5.9724
2010-04-02,115.94,,,,,,,,,,,
2010-05-02,117.39,,,,,,,,,,,
2010-08-02,116.83,84.7631,79.9562,52.6654,36.4861,87.12,57.1429,0.0,9855887060.0,22071663430.1427,5.8611,5.8703
2010-09-02,118.03,82.4205,62.6111,63.5904,15.9684,210.5964,71.4286,100.0,10968231060.0,22831701822.1060,6.3217,6.3420
2010-10-02,117.36,,,,,,,,,,,
2010-11-02,120.09,18.1922,25.5134,53.5746,26.0538,-28.4098,0.0,57.1429,11916317060.0,24053087311.0042,8.2713,8.2332
2010-12-02,119.66,48.0718,64.7963,62.2773,31.5931,43.2645,21.4286,78.5714,12329197060.0,24177574195.5912,8.6013,8.6852
2010-02-15,,,,,,,,,,,,
2010-02-16,117.53,64.6705,65.8093,46.1105,18.9743,45.7899,28.5714,21.4286,10291027060.0,19825385121.7436,5.9113,5.9718
2010-02-17,116.31,40.8512,58.2026,39.5712,18.3201,-126.1343,21.4286,14.2857,10112131060.0,19818591602.7563,5.9027,5.9504
2010-02-18,118.08,35.5826,47.0348,37.1467,16.7595,-47.3057,14.2857,7.1429,10308133060.0,19968912919.8295,5.8963,5.9216
2010-02-19,117.52,40.0944,38.8427,43.5814,15.2106,8.9971,7.1429,0.0,10165821060.0,19897416460.4993,5.8927,5.9168
2010-02-22,118.01,53.6972,43.1247,42.3262,14.1442,-19.1549,0.0,0.0,10301967060.0,19939870589.5316,5.9001,5.9080
2010-02-23,117.24,52.7749,48.8555,44.4336,12.9615,-20.0866,21.4286,28.5714,10160603060.0,19873831932.5973,5.8933,5.9067
2010-02-24,119.72,69.7277,58.7333,44.2932,11.8888,88.6873,14.2857,21.4286,10308401060.0,20012706279.7671,5.8921,5.9051
2010-02-25,118.2,70.8383,64.447,45.1032,11.5458,-46.2,7.1429,14.2857,10117733060.0,20181933701.4538,5.8930,5.9057
2010-02-26,118.4,74.1481,71.5713,44.1188,10.5084,42.9353,0.0,7.1429,10232165060.0,20199357503.9230,5.8963,5.9036
2010-01-03,124.54,,,,,,,,,,,
2010-02-03,125.53,27.0477,38.8921,32.732,27.3501,-80.7622,85.7143,78.5714,10637473060.0,19919534048.0505,6.1492,6.1466
2010-03-03,125.89,90.0387,82.2415,67.0063,18.2282,137.4508,35.7143,92.8571,10868853060.0,20373954729.3659,5.9620,6.0265
2010-04-03,128.53,,,,,,,,,,,
2010-05-03,128.91,14.782,13.8141,41.2438,25.7639,-123.351,100.0,50.0,11845459060.0,20883599554.5080,7.1571,7.0796
2010-08-03,130.11,88.953,83.989,54.0537,34.8686,164.8659,50.0,0.0,9974963060.0,22157144320.4248,5.8581,5.8939
2010-09-03,128.82,98.2568,79.7924,69.7388,18.6519,182.9237,64.2857,100.0,11099855060.0,22898315011.6712,6.3701,6.4334
2010-10-03,130.51,,,,,,,,,,,
2010-11-03,133.58,48.9175,29.4863,56.7105,25.7016,-3.5559,0.0,50.0,12038559060.0,24169913526.1941,8.3044,8.2399
2010-12-03,131.82,34.6127,49.5184,59.0722,31.3666,26.2856,14.2857,71.4286,12231047060.0,24215581216.8678,8.6750,8.7015
2010-03-15,131.13,71.1466,80.0395,67.8957,37.9068,50.6216,14.2857,92.8571,11152865060.0,20768242307.0393,6.4442,6.4312
2010-03-16,131.79,57.3059,70.6988,65.9861,37.7875,71.0976,7.1429,85.7143,11235515060.0,20804719122.6817,6.4754,6.4550
2010-03-17,131.34,52.4143,60.2889,68.4906,37.8894,66.3971,0.0,78.5714,11148339060.0,20731737315.3547,6.5104,6.4851
2010-03-18,132.76,60.2226,56.6476,62.4233,37.0614,65.2478,0.0,71.4286,11248765060.0,20824662618.2593,6.5357,6.4971
2010-03-19,130.35,52.2197,54.9522,68.4358,36.8446,10.4417,0.0,64.2857,11070665060.0,20707248544.1852,6.5586,6.5313
2010-03-22,130.47,48.0334,53.4919,55.5495,35.435,-79.2237,7.1429,57.1429,11178333060.0,20769436095.9093,6.5681,6.5274
2010-03-23,129.26,30.3507,43.5346,57.3055,33.5163,-127.3621,0.0,50.0,11094071060.0,20755049900.7874,6.5746,6.5305
2010-03-24,128.04,23.3657,33.9166,50.1303,30.8318,-163.1088,0.0,42.8571,11000143060.0,20732848737.1510,6.5723,6.5126
2010-03-25,134.73,37.1838,30.3001,52.9524,32.5355,123.1502,0.0,100.0,11324335060.0,20897685932.1905,6.5681,6.5068
2010-03-26,135.06,56.9127,39.1541,64.9561,34.0959,183.7256,85.7143,100.0,11455649060.0,20872073604.0171,6.5716,6.5501
2010-03-29,135.12,79.5779,57.8915,65.8268,35.5003,136.9448,78.5714,92.8571,11548187060.0,20843105186.6258,6.5899,6.5898
2010-03-30,136.579,82.1754,72.8887,66.5463,37.341,129.7019,71.4286,100.0,11672041060.0,20825949438.2159,6.6124,6.6256
2010-03-31,135.77,80.7992,80.8508,67.0872,37.9947,78.0721,64.2857,92.8571,11580029060.0,20836261127.8711,6.6304,6.6573
2010-01-04,131.81,11.3511,33.285,53.0823,22.0443,-25.663,35.7143,78.5714,12458571060.0,20024801590.6272,6.7946,6.8256
2010-02-04,,21.6307,27.8877,36.7044,27.2881,-92.4755,78.5714,71.4286,10381793060.0,19686135529.5320,6.1061,6.1075
2010-05-04,131.49,8.4019,11.7623,38.2423,27.8034,-173.4922,100.0,42.8571,11592103060.0,20729130822.3411,7.1161,7.0253
2010-06-04,135.56,63.9811,70.1316,48.552,45.1765,8.7555,35.7143,14.2857,11055597060.0,20772629758.2495,6.1834,6.2674
2010-07-04,134.87,,,,,,,,,,,
2010-08-04,140.96,94.3203,89.3455,58.8781,32.552,209.9098,42.8571,100.0,10160379060.0,22282223852.4175,5.8703,5.9410
2010-09-04,140.06,,,,,,,,,,,
2010-12-04,141.2,,,,,,,,,,,
2010-04-13,140.16,80.9742,85.1814,68.1941,36.923,88.5813,7.1429,92.8571,11474837060.0,20944537573.3024,6.8212,6.8459
2010-04-14,144.28,84.2377,85.1348,65.0267,38.7084,105.8605,0.0,100.0,11632843060.0,21089426094.0571,6.8442,6.8770
2010-04-15,145.82,83.8307,83.0142,71.8891,41.0102,127.6929,0.0,100.0,11789435060.0,21117298456.5167,6.8869,6.9407
2010-04-16,142.171,73.2727,80.4471,72.3615,40.7544,80.624,35.7143,100.0,11621499060.0,20991698769.8034,6.9323,6.9958
2010-04-19,142.43,54.3944,70.4993,63.301,38.7659,35.0035,28.5714,92.8571,11741939060.0,21046347756.5875,6.9798,7.0180
2010-04-20,144.2,47.3594,58.3422,66.063,37.417,72.5464,21.4286,85.7143,11828173060.0,21102705410.1308,7.0428,7.0495
2010-04-21,146.43,59.3797,53.7112,68.4516,37.8296,133.869,14.2857,100.0,11975661060.0,21111808145.1667,7.0889,7.0875
2010-04-22,150.09,76.22,60.9864,71.5108,38.8083,169.0959,7.1429,100.0,12278977060.0,21298688060.7137,7.1504,7.1353
2010-04-23,143.63,67.7419,67.7805,65.28,37.3206,36.0392,0.0,92.8571,11899473060.0,21056875167.1605,7.1737,7.1596
2010-04-26,147.11,61.6643,68.5421,57.7965,35.9818,50.779,0.0,85.7143,12085839060.0,21195395651.6325,7.1897,7.1597
2010-04-27,142.02,34.1574,54.5212,62.8917,33.6249,-57.9868,0.0,78.5714,11913059060.0,21081613700.4130,7.2113,7.1811
2010-04-28,139.35,23.3898,39.7372,53.8013,30.3984,-142.7508,0.0,71.4286,11728353060.0,20956959897.4574,7.2225,7.1717
2010-04-29,141.73,14.5572,24.0348,47.3751,27.4945,-87.0497,92.8571,64.2857,11854637060.0,21014879626.7807,7.2002,7.1413
2010-04-30,137.1,12.1031,16.6834,50.7968,26.3858,-134.2044,100.0,57.1429,11732367060.0,20902957644.5980,7.1828,7.1284
2010-03-05,137.49,93.3579,90.9964,74.1523,23.9116,107.8889,21.4286,100.0,11154433060.0,20568792919.1589,6.0687,6.1451
2010-04-05,129.83,31.5755,56.4011,54.0878,32.9588,-25.1948,50.0,78.5714,11287983060.0,20641560954.1223,6.6500,6.6744
2010-05-05,130.93,15.3781,12.854,27.4984,29.8402,-145.3239,100.0,35.7143,11781265060.0,20854928211.5036,7.0302,6.9116
2010-06-05,128.71,,,,,,,,,,,
2010-07-05,124.98,,,,,,,,,,,
2010-10-05,131.29,46.5205,37.9516,66.2716,47.7815,72.6017,0.0,71.4286,11942663060.0,23664340596.7312,7.8183,7.7609
2010-11-05,130.46,83.1141,66.552,62.6685,27.6496,94.0049,14.2857,92.8571,12290721060.0,24104246619.0108,8.3749,8.3189
2010-12-05,133.87,,,,,,,,,,,
2010-05-13,131.47,78.4538,72.8074,46.9752,37.1459,29.776,64.2857,0.0,11353459060.0,20811654166.8581,6.6261,6.6598
2010-05-14,128.533,57.8955,72.935,39.8615,37.0016,-63.658,57.1429,0.0,11247903060.0,20794376840.4430,6.5709,6.6340
2010-05-17,128.91,34.4669,56.9387,36.2403,37.1533,-64.3527,50.0,0.0,11360747060.0,20850662883.8165,6.5261,6.5936
2010-05-18,126.28,17.2771,36.5465,41.5297,36.4335,-67.5005,42.8571,0.0,11255609060.0,20773732639.9140,6.4986,6.5779
2010-05-19,124.59,13.4965,21.7468,33.9124,36.3661,-113.7798,35.7143,0.0,11126343060.0,20693919492.2143,6.4862,6.5229
2010-05-20,119.71,6.7182,12.4973,30.1088,37.6725,-182.1838,100.0,0.0,10954455060.0,20573432083.8541,6.4494,6.4518
2010-05-21,122.72,17.1069,12.4405,24.9651,39.1317,-130.2878,100.0,0.0,11113793060.0,20636525654.3239,6.3990,6.3505
2010-05-24,122.12,26.2781,16.7011,36.7872,40.4449,-88.2978,92.8571,50.0,11023075060.0,20615083217.9603,6.3632,6.3102
2010-05-25,124.86,47.2952,30.2267,31.9636,42.1307,-64.3577,85.7143,42.8571,11161343060.0,20739710428.7226,6.3062,6.2405
2010-05-26,123.21,57.6051,43.7262,44.9252,43.1493,-37.1295,78.5714,35.7143,11022051060.0,20673057809.8115,6.2744,6.2427
2010-05-27,126.7,79.2348,61.3784,44.8231,44.4987,1.182,71.4286,28.5714,11117005060.0,20763454017.8115,6.2296,6.2438
2010-05-28,125.46,81.2262,72.6887,46.9091,45.0462,44.4744,64.2857,21.4286,11037909060.0,20748251722.5468,6.2082,6.2547
2010-05-31,,,,,,,,,,,,
2010-01-06,123.24,14.5602,12.5029,49.0869,18.8398,-106.9424,21.4286,64.2857,12492033060.0,20038060028.6390,6.8428,6.7853
2010-02-06,126.31,,,,,,,,,,,
2010-03-06,128.76,,,,,,,,,,,
2010-04-06,122.77,27.6921,38.6987,48.6649,32.0059,28.7673,42.8571,71.4286,11446989060.0,20771536813.0435,6.6551,6.6539
2010-07-06,122.01,30.8066,25.996,28.6548,49.9313,-60.7195,71.4286,7.1429,10317463060.0,20337060449.6358,5.7883,5.7415
2010-08-06,118.835,95.888,94.9202,63.8555,28.7931,114.6286,28.5714,85.7143,10347329060.0,22449332763.3900,6.0145,6.0720
2010-09-06,117.91,,,,,,,,,,,
2010-10-06,123.21,53.1052,42.1592,71.4403,45.1989,-14.6867,0.0,64.2857,11821447060.0,23575023544.0996,7.8721,7.8098
2010-11-06,123.03,,,,,,,,,,,
2010-06-14,123.83,69.2588,49.8383,48.68,44.6203,40.6825,71.4286,50.0,10662801060.0,20654520462.0378,6.1767,6.1582
2010-06-15,126.84,82.3939,66.381,46.0691,41.7826,68.7762,64.2857,42.8571,10753621060.0,20742052860.2279,6.1679,6.1586
2010-06-16,126.9,89.3245,80.3257,52.0822,38.4864,96.8607,57.1429,35.7143,10832907060.0,20755848321.0309,6.1747,6.1787
2010-06-17,125.89,86.5614,86.0933,55.4819,35.914,87.5498,50.0,28.5714,10763327060.0,20739963497.8798,6.1772,6.2075
2010-06-18,125.83,73.7625,83.2162,54.6521,33.5989,77.3221,42.8571,21.4286,10686607060.0,20711631215.7221,6.1779,6.2287
2010-06-21,122.55,50.3133,70.2124,55.5331,33.4731,9.9116,35.7143,14.2857,10580053060.0,20645100793.9758,6.1827,6.2488
2010-06-22,122.307,30.5903,51.5554,43.1063,33.36,-30.1557,28.5714,7.1429,10455909060.0,20572031254.8454,6.1859,6.2277
2010-06-23,121.45,16.3916,32.4317,41.7523,33.9522,-106.5496,21.4286,0.0,10346807060.0,20559680085.0341,6.1949,6.2055
2010-06-24,118.33,15.383,20.7883,38.0621,35.6784,-176.9387,14.2857,0.0,10191385060.0,20521688040.5896,6.1980,6.1737
2010-06-25,121.0,23.9406,18.5717,32.7639,36.3583,-105.101,7.1429,50.0,10306779060.0,20594653670.9718,6.1817,6.1252
2010-06-28,117.8,21.838,20.3872,35.6259,37.1759,-117.2788,0.0,42.8571,10194535060.0,20535859194.7813,6.1548,6.0920
2010-06-29,108.61,22.0986,22.6257,30.3838,40.4411,-200.5583,100.0,35.7143,9937209060.0,20406335983.7021,6.1201,6.0412
2010-06-30,109.26,15.8683,19.935,20.4634,43.3798,-149.1136,92.8571,28.5714,10132023060.0,20309568416.9625,6.0360,5.9299
2010-01-07,110.96,16.5936,14.2504,42.9069,19.0253,-146.6153,14.2857,57.1429,12271429060.0,19967867846.8208,6.8341,6.7517
2010-02-07,109.14,,,,,,,,,,,
2010-05-07,,28.3078,22.5359,30.3923,35.8648,-107.7217,92.8571,21.4286,11338933060.0,20772824627.7607,6.8581,6.7571
2010-06-07,110.06,38.3906,59.5792,47.4086,45.0591,-61.4072,28.5714,7.1429,10924269060.0,20659175745.1098,6.2231,6.2719
2010-07-07,113.43,52.7018,36.0998,27.3903,49.9594,-27.7316,64.2857,0.0,10416283060.0,20425532805.6568,5.7243,5.6962
2010-08-07,116.22,,,,,,,,,,,
2010-09-07,117.26,94.1373,91.6048,70.5239,21.067,117.3905,57.1429,92.8571,11022195060.0,22850629046.7589,6.4186,6.5142
2010-12-07,119.51,45.4817,41.3249,66.8198,33.0303,79.2145,0.0,57.1429,12242589060.0,24212972714.8163,8.8099,8.7714
2010-07-13,123.65,95.8653,94.9583,58.5036,38.4625,158.9401,35.7143,0.0,10870579060.0,20679965389.7621,5.6761,5.8080
2010-07-14,123.3,91.8154,94.1235,63.0613,36.5865,118.0252,28.5714,92.8571,10765439060.0,20743513371.8289,5.7099,5.8705
2010-07-15,122.06,83.2187,90.2998,54.7767,33.5534,78.7541,21.4286,85.7143,10644485060.0,20832914154.4376,5.7677,5.8952
2010-07-16,118.49,57.7647,77.5996,57.2512,30.2718,40.3401,14.2857,78.5714,10519927060.0,20738938169.7828,5.8296,5.9259
2010-07-19,119.94,41.74,60.9078,49.6406,27.872,24.8888,7.1429,71.4286,10620545060.0,20796511036.0930,5.8669,5.9246
2010-07-20,120.1,32.9039,44.1362,54.777,25.7123,15.9007,0.0,64.2857,10756245060.0,20880475411.0930,5.9167,5.9439
2010-07-21,117.43,30.3608,35.0015,54.8,23.3911,-33.4732,7.1429,57.1429,10656011060.0,20788782654.2008,5.9706,5.9597
2010-07-22,120.07,38.7237,33.9961,49.4676,21.302,-10.0551,0.0,50.0,10956079060.0,20920391426.1306,5.9890,5.9553
2010-07-23,118.87,51.6135,40.2327,28.6983,24.2777,-211.5136,100.0,42.8571,10107657060.0,21717203185.7745,5.9359,5.8355
2010-07-26,118.4,76.1824,55.5065,50.8294,26.9558,-87.9213,92.8571,35.7143,9884901060.0,21916006927.7100,5.9382,5.8496
2010-07-27,117.13,79.8274,69.2078,51.062,29.3661,-82.2669,85.7143,28.5714,9728979060.0,21947525491.6841,5.9269,5.8627
2010-07-28,117.13,76.6897,77.5665,48.8999,31.5353,-50.9479,78.5714,21.4286,9728979060.0,21926852358.3508,5.8967,5.8604
2010-07-29,116.86,76.8544,77.7905,50.5118,33.7414,-44.0811,71.4286,14.2857,9605463060.0,21902149158.3508,5.8860,5.8675
2010-07-30,117.89,78.251,77.265,46.4652,36.0145,-36.7322,64.2857,7.1429,9747013060.0,21986811451.4950,5.8573,5.8509
2010-02-08,120.07,27.8868,24.6592,41.5518,26.2936,-47.0559,64.2857,57.1429,10404485060.0,19700586767.1414,6.0439,6.0357
2010-03-08,122.42,93.7476,92.2327,70.3288,26.9038,99.2392,14.2857,100.0,11266551060.0,20628065492.4073,6.1233,6.1942
2010-04-08,127.58,76.5593,50.5315,57.1459,32.7097,185.7014,28.5714,100.0,11581863060.0,20992099720.0606,6.7108,6.6901
2010-05-08,127.83,,,,,,,,,,,
2010-06-08,128.32,14.1558,38.8425,39.3415,46.4965,-238.0214,100.0,0.0,10694581060.0,20654359706.4001,6.2202,6.2406
2010-09-08,128.83,92.7576,95.0505,70.9858,23.5641,99.9058,50.0,100.0,11138765060.0,22927027231.3743,6.4812,6.5837
2010-10-08,130.0,37.849,49.3391,56.282,39.1197,-83.0439,0.0,50.0,11775519060.0,23696013967.1277,7.8974,7.8029
2010-11-08,125.89,80.0754,76.938,65.0487,28.9796,112.5006,7.1429,100.0,12404841060.0,24155884628.0606,8.3712,8.3595
2010-12-08,126.56,48.5402,45.9674,59.3073,33.2529,-22.7435,0.0,50.0,12168051060.0,24193330944.5460,8.8543,8.7901
2010-08-13,124.69,26.2387,49.2668,57.7845,21.0532,-8.9223,28.5714,78.5714,10460175060.0,22505928657.6567,6.2501,6.2328
2010-08-16,126.07,35.9585,38.6259,51.8493,20.1735,-41.0009,21.4286,71.4286,10540669060.0,22538089077.9801,6.2724,6.2233
2010-08-17,128.86,48.3569,36.8514,58.977,18.743,82.6168,14.2857,64.2857,10641563060.0,22568135880.4879,6.3091,6.2494
2010-08-18,129.65,70.8223,51.7126,62.1637,17.9636,108.7155,7.1429,100.0,10799593060.0,22582389566.7624,6.3401,6.2882
2010-08-19,127.57,75.7445,64.9746,62.0796,16.2166,31.5379,0.0,92.8571,10687943060.0,22523075504.2624,6.3523,6.3196
2010-08-20,127.76,68.0395,71.5354,56.37,15.098,-8.953,0.0,85.7143,10771345060.0,22583356157.7278,6.3547,6.3269
2010-08-23,126.6,43.7187,62.5009,57.7797,13.9532,6.5758,0.0,78.5714,10694119060.0,22511808540.0807,6.3517,6.3389
2010-08-24,124.53,30.1828,47.3137,50.985,14.321,-121.3886,0.0,71.4286,10586725060.0,22532717106.4524,6.3390,6.3265
2010-08-25,126.85,27.8189,33.9068,47.0691,13.2747,-37.7799,50.0,64.2857,10693615060.0,22608204394.5880,6.3178,6.3021
2010-08-26,124.86,33.0543,30.352,55.1634,12.1813,-50.7065,42.8571,57.1429,10599725060.0,22517026019.1367,6.3347,6.3122
2010-08-27,126.64,48.1513,36.3415,50.7475,12.7543,-75.5618,100.0,50.0,10701325060.0,22618626019.1367,6.3317,6.3051
2010-08-30,123.79,39.8792,40.3616,52.182,13.0233,-85.4958,92.8571,42.8571,10632805060.0,22554309700.1183,6.3438,6.3044
2010-08-31,124.83,46.7126,44.9144,44.2017,13.9581,-86.9973,85.7143,35.7143,10717317060.0,22585628853.0595,6.3214,6.2750
2010-01-09,132.49,,,,,,,,,,,
2010-02-09,135.21,42.9529,31.7666,39.6235,24.9474,-42.2894,57.1429,50.0,10588945060.0,19697939015.9453,6.0321,6.0128
2010-03-09,138.79,84.1078,90.4044,72.7548,29.5967,79.0653,7.1429,92.8571,11145135060.0,20579328083.9566,6.1812,6.2461
2010-06-09,,14.4464,22.331,36.3194,47.7901,-162.3965,92.8571,71.4286,10547197060.0,20546421545.8162,6.2291,6.1997
2010-07-09,137.22,94.3198,73.908,48.7391,44.428,59.1514,50.0,7.1429,10633085060.0,20533921886.4779,5.6685,5.7282
2010-08-09,139.14,94.4359,94.9588,66.2711,28.0525,103.919,21.4286,100.0,10449045060.0,22443459360.0533,6.0655,6.1358
2010-09-09,140.38,90.609,92.5013,73.9928,26.2815,96.1727,42.8571,100.0,11237925060.0,22933136615.2606,6.5639,6.6629
2010-10-09,142.44,,,,,,,,,,,
2010-09-13,145.07,93.1875,92.6694,78.1431,32.2809,110.6174,28.5714,100.0,11440345060.0,23054215823.4228,6.7250,6.8169
2010-09-14,145.75,93.6388,93.6794,78.5907,35.3823,110.6662,21.4286,100.0,11526733060.0,23083373279.4898,6.8173,6.8911
2010-09-15,145.45,88.9062,91.9108,79.0128,37.9146,91.7002,14.2857,92.8571,11428661060.0,23165258638.7131,6.9275,6.9553
2010-09-16,148.13,90.9032,91.1494,79.6235,40.7619,111.4755,7.1429,100.0,11545201060.0,23274206456.3026,7.0227,7.0125
2010-09-17,148.325,89.9644,89.9246,83.2656,43.4728,103.6247,0.0,100.0,11690393060.0,23342704295.0123,7.1063,7.0911
2010-09-20,151.3048,93.0013,91.2896,82.3313,46.4349,121.8856,7.1429,100.0,11819381060.0,23435508356.9254,7.1654,7.1537
2010-09-21,150.73,84.5878,89.1845,84.3421,49.3065,125.9332,0.0,100.0,11668541060.0,23376554718.1113,7.2314,7.2235
2010-09-22,151.83,82.5629,86.7174,79.8336,51.3607,102.9733,0.0,92.8571,11800789060.0,23444882851.4447,7.2909,7.2724
2010-09-23,152.85,74.2629,80.4712,81.4613,53.7463,122.306,0.0,100.0,11942101060.0,23410910875.6871,7.3450,7.3247
2010-09-24,160.73,82.6895,79.8385,85.5046,56.473,182.9204,14.2857,100.0,12153913060.0,23610331680.0747,7.4184,7.4059
2010-09-27,159.37,83.7014,80.2179,88.6258,58.9573,147.076,7.1429,100.0,12024987060.0,23597128415.0144,7.4991,7.5159
2010-09-28,159.7,90.4326,85.6078,86.975,58.5461,98.0544,0.0,92.8571,12194871060.0,23700079820.6906,7.5758,7.6025
2010-09-29,158.99,82.2233,85.4524,83.3002,58.3863,89.2754,0.0,100.0,12049121060.0,23644022128.3829,7.6466,7.6659
2010-09-30,157.06,64.4296,79.0285,84.1977,56.5164,50.0946,0.0,92.8571,11897001060.0,23575239914.4992,7.7196,7.7268
2010-01-10,153.71,,,,,,,,,,,
2010-04-10,155.39,,,,,,,,,,,
2010-05-10,160.87,44.1738,32.1345,35.2954,37.7047,-46.0846,85.7143,14.2857,11475055060.0,20824043414.2014,6.7908,6.7079
2010-06-10,155.4,32.7658,20.456,35.7595,47.2773,-46.7017,85.7143,64.2857,10668433060.0,20651304783.0255,6.2038,6.1634
2010-07-10,156.27,,,,,,,,,,,
2010-08-10,155.55,95.964,95.4293,64.8594,27.0289,85.2971,14.2857,100.0,10563183060.0,22557597360.0533,6.1131,6.1834
2010-11-10,153.03,87.0828,83.0603,61.6176,31.3369,94.3381,0.0,100.0,12434075060.0,24230117644.6976,8.4051,8.4312
2010-12-10,156.48,24.3158,33.4885,52.8167,31.6788,-101.5696,0.0,35.7143,12148251060.0,24199751627.7018,8.8731,8.7964
2010-10-13,155.17,41.7846,34.0603,58.3416,29.8024,-27.324,0.0,28.5714,11678751060.0,23711381894.0559,7.8224,7.7752
2010-10-14,155.53,63.9964,45.858,54.4481,27.2292,-2.4081,85.7143,21.4286,11759233060.0,23707834046.0468,7.7981,7.7720
2010-10-15,164.64,78.4891,61.4234,60.663,28.5734,199.3258,78.5714,100.0,11961943060.0,23898575927.9656,7.8049,7.7991
2010-10-18,163.56,86.9379,76.4745,69.8797,29.88,154.2531,71.4286,100.0,11835317060.0,23902709120.8439,7.8602,7.8811
2010-10-19,158.67,76.3013,80.5761,59.6795,27.9434,56.118,64.2857,92.8571,11684817060.0,23838876362.2232,7.8782,7.9089
2010-10-20,158.67,57.0651,73.4348,55.7059,25.9649,23.6275,57.1429,85.7143,11684817060.0,23870460362.2232,7.8691,7.9144
2010-10-21,164.97,56.9605,63.4423,61.5324,26.5392,119.4604,50.0,100.0,11954467060.0,24010856643.2150,7.8999,7.9542
2010-10-22,169.13,73.5767,62.5341,61.028,28.1167,134.6978,42.8571,100.0,12280835060.0,24251294840.6833,7.9362,7.9848
2010-10-25,169.0,86.9429,72.4933,71.7105,29.9525,135.2428,35.7143,100.0,12150217060.0,24169080241.2283,8.0196,8.0928
2010-10-26,169.95,86.5777,82.3657,63.2603,31.0943,107.6765,28.5714,92.8571,12244009060.0,24206597041.2283,8.0949,8.1447
2010-10-27,167.51,75.1703,82.8969,64.804,31.5088,70.5859,21.4286,85.7143,12129573060.0,24161321739.0476,8.1560,8.1994
2010-10-28,166.84,63.9726,75.2402,63.477,30.9407,38.0536,14.2857,78.5714,12035885060.0,24165134622.7685,8.2218,8.2387
2010-10-29,165.23,36.999,58.7139,57.9603,30.2747,19.0564,7.1429,71.4286,11935915060.0,24087922021.1425,8.2587,8.2480
2010-01-11,162.58,32.3882,25.6023,45.9835,17.5514,-96.6941,0.0,42.8571,12292451060.0,20082766729.1522,6.7800,6.6965
2010-02-11,164.61,63.6715,51.5157,37.8341,22.3974,7.1802,42.8571,35.7143,10631151060.0,19841959798.2200,5.9808,5.9683
2010-03-11,168.47,85.3279,83.7083,73.1038,35.2478,118.1276,28.5714,100.0,11402465060.0,20777892986.2304,6.2984,6.3275
2010-04-11,168.93,,,,,,,,,,,
